dataset,algorithm,platformId,runId,CpuUsage,node,time,phase
DGS,DT-maxDepth-15-maxBins-32,1,1,0.004878048780487809,3,04/20/21 12 2021 16:12:41. 398,train
DGS,DT-maxDepth-15-maxBins-32,1,1,0.007299270072992692,3,04/20/21 12 2021 16:12:42. 423,train
DGS,DT-maxDepth-15-maxBins-32,1,1,0.002439024390243905,3,04/20/21 12 2021 16:12:43. 449,train
DGS,DT-maxDepth-15-maxBins-32,1,1,0.0024449877750610804,3,04/20/21 12 2021 16:12:44. 474,train
DGS,DT-maxDepth-15-maxBins-32,1,1,0.004878048780487809,3,04/20/21 12 2021 16:12:45. 499,train
DGS,DT-maxDepth-15-maxBins-32,1,1,0.004866180048661794,3,04/20/21 12 2021 16:12:41. 646,train
DGS,DT-maxDepth-15-maxBins-32,1,1,0.004866180048661794,3,04/20/21 12 2021 16:12:42. 672,train
DGS,DT-maxDepth-15-maxBins-32,1,1,0.004878048780487809,3,04/20/21 12 2021 16:12:43. 699,train
DGS,DT-maxDepth-15-maxBins-32,1,1,0.002439024390243905,3,04/20/21 12 2021 16:12:44. 725,train
DGS,DT-maxDepth-15-maxBins-32,1,1,0.007299270072992692,3,04/20/21 12 2021 16:12:45. 752,train
DGS,DT-maxDepth-15-maxBins-32,1,1,0.18780487804878038,3,04/20/21 12 2021 16:12:41. 994,train
DGS,DT-maxDepth-15-maxBins-32,1,1,0.2997542997542998,3,04/20/21 12 2021 16:12:43. 029,train
DGS,DT-maxDepth-15-maxBins-32,1,1,0.2335766423357665,3,04/20/21 12 2021 16:12:44. 042,train
DGS,DT-maxDepth-15-maxBins-32,1,1,0.2867469879518072,3,04/20/21 12 2021 16:12:45. 055,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.40540540540540543,0,04/20/21 13 2021 16:13:09. 363,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.3380281690140845,0,04/20/21 13 2021 16:13:10. 388,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.33333333333333337,0,04/20/21 13 2021 16:13:11. 401,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.5995085995085996,0,04/20/21 13 2021 16:13:12. 417,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.40540540540540543,1,04/20/21 13 2021 16:13:09. 363,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.3380281690140845,1,04/20/21 13 2021 16:13:10. 388,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.33333333333333337,1,04/20/21 13 2021 16:13:11. 401,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.5995085995085996,1,04/20/21 13 2021 16:13:12. 417,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.0024449877750610804,1,04/20/21 13 2021 16:13:09. 079,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.007281553398058249,1,04/20/21 13 2021 16:13:10. 104,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.007281553398058249,1,04/20/21 13 2021 16:13:11. 129,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.007299270072992692,1,04/20/21 13 2021 16:13:12. 154,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.40540540540540543,2,04/20/21 13 2021 16:13:09. 363,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.3380281690140845,2,04/20/21 13 2021 16:13:10. 388,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.33333333333333337,2,04/20/21 13 2021 16:13:11. 401,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.5995085995085996,2,04/20/21 13 2021 16:13:12. 417,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.0024449877750610804,2,04/20/21 13 2021 16:13:09. 079,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.007281553398058249,2,04/20/21 13 2021 16:13:10. 104,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.007281553398058249,2,04/20/21 13 2021 16:13:11. 129,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.007299270072992692,2,04/20/21 13 2021 16:13:12. 154,train
DGS,DT-maxDepth-15-maxBins-32,1,2,0.009685230024213063,2,04/20/21 13 2021 16:13:09. 361,train
