dataset,algorithm,platformId,runId,memoryUsage,MemTotal,MemFree,node,timeIndex,phase
DDF,DT,0,1,0.8707830635744819,65451544,8457448,2,38,train
DDF,DT,0,1,0.8418409262958574,65451572,10351760,0,10,train
DDF,DT,0,1,0.8407747334166397,65451572,10421544,0,9,train
DDF,DT,0,1,0.8399251892681814,65451572,10477148,0,8,train
DDF,DT,0,1,0.8351779847243394,65451572,10787860,0,7,train
DDF,DT,0,1,0.832038625443557,65451572,10993336,0,6,train
DDF,DT,0,1,0.8307576172502014,65451572,11077180,0,5,train
DDF,DT,0,1,0.8307708178498753,65451572,11076316,0,4,train
DDF,DT,0,1,0.8307760736441899,65451572,11075972,0,3,train
DDF,DT,0,1,0.8283937320863737,65451572,11231900,0,2,train
DDF,DT,0,1,0.8419037513720832,65451572,10347648,0,11,train
DDF,DT,0,1,0.8257698073317475,65451572,11403640,0,1,train
DDF,DT,0,0,0.8710719430848811,65451572,8438544,0,59,test
DDF,DT,0,0,0.8710181017501001,65451572,8442068,0,58,test
DDF,DT,0,0,0.8701586571518862,65451572,8498320,0,57,test
DDF,DT,0,0,0.870056596959963,65451572,8505000,0,56,test
DDF,DT,0,0,0.869988271633873,65451572,8509472,0,55,test
DDF,DT,0,0,0.8698492375400854,65451572,8518572,0,54,test
DDF,DT,0,0,0.8697483996259097,65451572,8525172,0,53,test
DDF,DT,0,0,0.8696911970273228,65451572,8528916,0,52,test
DDF,DT,0,0,0.8696988362632452,65451572,8528416,0,51,test
DDF,DT,0,1,0.8257602735653163,65451572,11404264,0,0,train
DDF,DT,0,1,0.8416533677754906,65451572,10364036,0,12,train
DDF,DT,0,1,0.8416572179503955,65451572,10363784,0,13,train
DDF,DT,0,1,0.841665529439079,65451572,10363240,0,14,train
DDF,DT,0,1,0.866378213192496,65451572,8745756,0,35,train
DDF,DT,0,1,0.8663743630175911,65451572,8746008,0,34,train
DDF,DT,0,1,0.8663727740565192,65451572,8746112,0,33,train
DDF,DT,0,1,0.8664219707358595,65451572,8742892,0,32,train
DDF,DT,0,1,0.8651061887405852,65451572,8829012,0,31,train
DDF,DT,0,1,0.8647635231740499,65451572,8851440,0,30,train
DDF,DT,0,1,0.8640858923907894,65451572,8895792,0,29,train
DDF,DT,0,1,0.8640544798526765,65451572,8897848,0,28,train
DDF,DT,0,1,0.8641426671921646,65451572,8892076,0,27,train
DDF,DT,0,1,0.86252724380707,65451572,8997808,0,26,train
DDF,DT,0,1,0.8610124749944891,65451572,9096952,0,25,train
DDF,DT,0,1,0.8594294419697055,65451572,9200564,0,24,train
DDF,DT,0,1,0.8592099820001268,65451572,9214928,0,23,train
DDF,DT,0,1,0.8590896487558771,65451572,9222804,0,22,train
DDF,DT,0,1,0.8590280459573989,65451572,9226836,0,21,train
DDF,DT,0,1,0.8588007634102356,65451572,9241712,0,20,train
DDF,DT,0,1,0.8569363009340708,65451572,9363744,0,19,train
DDF,DT,0,1,0.8512181800614353,65451572,9738004,0,18,train
DDF,DT,0,1,0.8417033589353667,65451572,10360764,0,17,train
DDF,DT,0,1,0.8416739631555373,65451572,10362688,0,16,train
DDF,DT,0,1,0.8416738409277625,65451572,10362696,0,15,train
DDF,DT,0,0,0.8696564843392913,65451572,8531188,0,50,test
DDF,DT,0,1,0.8663859135423058,65451572,8745252,0,36,train
DDF,DT,0,0,0.869675612986041,65451572,8529936,0,49,train
DDF,DT,0,0,0.8696018485239744,65451572,8534764,0,47,train
DDF,DT,0,0,0.8590870819726072,65451572,9222972,0,21,train
DDF,DT,0,0,0.8588363316926902,65451572,9239384,0,20,train
DDF,DT,0,0,0.8570492393979475,65451572,9356352,0,19,train
DDF,DT,0,0,0.8565212765248785,65451572,9390908,0,18,train
DDF,DT,0,0,0.850283382040083,65451572,9799188,0,17,train
DDF,DT,0,0,0.8420188899359056,65451572,10340112,0,16,train
DDF,DT,0,0,0.8420067282723172,65451572,10340908,0,15,train
DDF,DT,0,0,0.8420022669585384,65451572,10341200,0,14,train
DDF,DT,0,0,0.8419939554698549,65451572,10341744,0,13,train
DDF,DT,0,0,0.8591649410651283,65451572,9217876,0,22,train
DDF,DT,0,0,0.8419817938062664,65451572,10342540,0,12,train
DDF,DT,0,0,0.842078903773312,65451572,10336184,0,10,train
DDF,DT,0,0,0.8411533339489539,65451572,10396764,0,9,train
DDF,DT,0,0,0.841120149108107,65451572,10398936,0,8,train
DDF,DT,0,0,0.8350981699874221,65451572,10793084,0,7,train
DDF,DT,0,0,0.8317388618259619,65451572,11012956,0,6,train
DDF,DT,0,0,0.8304676929684744,65451572,11096156,0,5,train
DDF,DT,0,0,0.8304756377738337,65451572,11095636,0,4,train
DDF,DT,0,0,0.8305041779592398,65451572,11093768,0,3,train
DDF,DT,0,0,0.8285735291430434,65451572,11220132,0,2,train
DDF,DT,0,0,0.8421242502777473,65451572,10333216,0,11,train
DDF,DT,0,0,0.8591805862202974,65451572,9216852,0,23,train
DDF,DT,0,0,0.8592767183651449,65451572,9210560,0,24,train
DDF,DT,0,0,0.8592806907678245,65451572,9210300,0,25,train
DDF,DT,0,0,0.8679578238395863,65451572,8642368,0,46,train
DDF,DT,0,0,0.867515053725524,65451572,8671348,0,45,train
DDF,DT,0,0,0.8671448869096681,65451572,8695576,0,44,train
DDF,DT,0,0,0.8670561495451935,65451572,8701384,0,43,train
DDF,DT,0,0,0.8670483269676089,65451572,8701896,0,42,train
DDF,DT,0,0,0.8670367764428943,65451572,8702652,0,41,train
DDF,DT,0,0,0.8669596507170217,65451572,8707700,0,40,train
DDF,DT,0,0,0.8669558005421169,65451572,8707952,0,39,train
DDF,DT,0,0,0.8669635008919266,65451572,8707448,0,38,train
DDF,DT,0,0,0.8646293170773652,65451572,8860224,0,37,train
DDF,DT,0,0,0.8646287059384914,65451572,8860264,0,36,train
DDF,DT,0,0,0.864616544274903,65451572,8861060,0,35,train
DDF,DT,0,0,0.8646082327862195,65451572,8861604,0,34,train
DDF,DT,0,0,0.8645924654032756,65451572,8862636,0,33,train
DDF,DT,0,0,0.8645931987699241,65451572,8862588,0,32,train
DDF,DT,0,0,0.8645931987699241,65451572,8862588,0,31,train
DDF,DT,0,0,0.8618980763365012,65451572,9038988,0,30,train
DDF,DT,0,0,0.8617973606501002,65451572,9045580,0,29,train
DDF,DT,0,0,0.8610148584360968,65451572,9096796,0,28,train
DDF,DT,0,0,0.8610451709242369,65451572,9094812,0,27,train
DDF,DT,0,0,0.8592772072762439,65451572,9210528,0,26,train
DDF,DT,0,0,0.8696137657320133,65451572,8533984,0,48,train
DDF,DT,0,0,0.8255210738101142,65451572,11419920,0,1,train
DDF,DT,0,1,0.8663243107438275,65451572,8749284,0,37,train
DDF,DT,0,1,0.8663250441104761,65451572,8749236,0,39,train
DDF,DT,0,2,0.8671918834890627,65451572,8692500,0,40,train
DDF,DT,0,2,0.8648400377610488,65451572,8846432,0,39,train
DDF,DT,0,2,0.864827998325235,65451572,8847220,0,38,train
DDF,DT,0,2,0.8648270816169243,65451572,8847280,0,37,train
DDF,DT,0,2,0.8648119864867416,65451572,8848268,0,36,train
DDF,DT,0,2,0.8648158366616465,65451572,8848016,0,35,train
DDF,DT,0,2,0.8635832917809827,65451572,8928688,0,34,train
DDF,DT,0,2,0.862416688784801,65451572,9005044,0,33,train
DDF,DT,0,2,0.8618391625490676,65451572,9042844,0,32,train
DDF,DT,0,2,0.8671148799909649,65451572,8697540,0,41,train
DDF,DT,0,2,0.8617433359736569,65451572,9049116,0,31,train
DDF,DT,0,2,0.8600554315181307,65451572,9159592,0,29,train
DDF,DT,0,2,0.8599218365603197,65451572,9168336,0,28,train
DDF,DT,0,2,0.8598866960750767,65451572,9170636,0,27,train
DDF,DT,0,2,0.8599511712262617,65451572,9166416,0,26,train
DDF,DT,0,2,0.8599431041931277,65451572,9166944,0,25,train
DDF,DT,0,2,0.8599123027938886,65451572,9168960,0,24,train
DDF,DT,0,2,0.8598810124835504,65451572,9171008,0,23,train
DDF,DT,0,2,0.8598586448007697,65451572,9172472,0,22,train
DDF,DT,0,2,0.8596215229177383,65451572,9187992,0,21,train
DDF,DT,0,2,0.8617461472124764,65451572,9048932,0,30,train
DDF,DT,0,2,0.8671264305156796,65451572,8696784,0,42,train
DDF,DT,0,2,0.8671429923791594,65451572,8695700,0,43,train
DDF,DT,0,2,0.8672084453525425,65451572,8691416,0,44,train
DDF,DT,0,2,0.8726964724391952,65451572,8332216,0,65,test
DDF,DT,0,2,0.8726449534321346,65451572,8335588,0,64,test
DDF,DT,0,2,0.872083866832106,65451572,8372312,0,63,test
DDF,DT,0,2,0.8720243419057987,65451572,8376208,0,62,test
DDF,DT,0,2,0.8716500804594884,65451572,8400704,0,61,test
DDF,DT,0,2,0.8715394032094447,65451572,8407948,0,60,test
DDF,DT,0,2,0.871414547537529,65451572,8416120,0,59,test
DDF,DT,0,2,0.8713479334002856,65451572,8420480,0,58,test
DDF,DT,0,2,0.8713781847745383,65451572,8418500,0,57,test
DDF,DT,0,2,0.8715057905713861,65451572,8410148,0,56,test
DDF,DT,0,2,0.8713633340999052,65451572,8419472,0,55,test
DDF,DT,0,2,0.8713594839250003,65451572,8419724,0,54,train
DDF,DT,0,2,0.8713594839250003,65451572,8419724,0,53,train
DDF,DT,0,2,0.8713556337500954,65451572,8419976,0,52,train
DDF,DT,0,2,0.8713633340999052,65451572,8419472,0,51,train
DDF,DT,0,2,0.8680945356056536,65451572,8633420,0,50,train
DDF,DT,0,2,0.8676419261557232,65451572,8663044,0,49,train
DDF,DT,0,2,0.8672511639598206,65451572,8688620,0,48,train
DDF,DT,0,2,0.8672468248738167,65451572,8688904,0,47,train
DDF,DT,0,2,0.8672826987257082,65451572,8686556,0,46,train
DDF,DT,0,2,0.8673201004247842,65451572,8684108,0,45,train
DDF,DT,0,2,0.8583195526610117,65451572,9273208,0,20,train
DDF,DT,0,1,0.8663282831465071,65451572,8749024,0,38,train
DDF,DT,0,2,0.8572064854301742,65451572,9346060,0,19,train
DDF,DT,0,2,0.8484385371217669,65451572,9919936,0,17,train
DDF,DT,0,1,0.87155443722574,65451572,8406964,0,59,test
DDF,DT,0,1,0.8715584096284196,65451572,8406704,0,58,test
DDF,DT,0,1,0.8715467368759302,65451572,8407468,0,57,test
DDF,DT,0,1,0.871606017346688,65451572,8403588,0,56,test
DDF,DT,0,1,0.8716285683711309,65451572,8402112,0,55,test
DDF,DT,0,1,0.8716054673217016,65451572,8403624,0,54,train
DDF,DT,0,1,0.8716977492916442,65451572,8397584,0,53,train
DDF,DT,0,1,0.8715514426452584,65451572,8407160,0,52,train
DDF,DT,0,1,0.8715398921205437,65451572,8407916,0,51,train
DDF,DT,0,1,0.8715645210171575,65451572,8406304,0,60,test
DDF,DT,0,1,0.8709192805942079,65451572,8448536,0,50,train
DDF,DT,0,1,0.8708318266213683,65451572,8454260,0,48,train
DDF,DT,0,1,0.8708238818160089,65451572,8454780,0,47,train
DDF,DT,0,1,0.8707407058152858,65451572,8460224,0,46,train
DDF,DT,0,1,0.8706919980470447,65451572,8463412,0,45,train
DDF,DT,0,1,0.8677543145946136,65451572,8655688,0,44,train
DDF,DT,0,1,0.867246091507168,65451572,8688952,0,43,train
DDF,DT,0,1,0.8663065266026002,65451572,8750448,0,42,train
DDF,DT,0,1,0.8663372057740645,65451572,8748440,0,41,train
DDF,DT,0,1,0.8663333555991596,65451572,8748692,0,40,train
DDF,DT,0,1,0.8708375713267819,65451572,8453884,0,49,train
DDF,DT,0,1,0.871593916796987,65451572,8404380,0,61,test
DDF,DT,0,1,0.8717632633789147,65451572,8393296,0,62,test
DDF,DT,0,1,0.8718297552883832,65451572,8388944,0,63,test
DDF,DT,0,2,0.8429950009451262,65451572,10276224,0,16,train
DDF,DT,0,2,0.8429905396313476,65451572,10276516,0,15,train
DDF,DT,0,2,0.8429860783175689,65451572,10276808,0,14,train
DDF,DT,0,2,0.8429777668288854,65451572,10277352,0,13,train
DDF,DT,0,2,0.8429694553402017,65451572,10277896,0,12,train
DDF,DT,0,2,0.843065220801725,65451572,10271628,0,11,train
DDF,DT,0,2,0.8430272690776625,65451572,10274112,0,10,train
DDF,DT,0,2,0.8415084667485144,65451572,10373520,0,9,train
DDF,DT,0,2,0.841485671268522,65451572,10375012,0,8,train
DDF,DT,0,2,0.8352992957907871,65451572,10779920,0,7,train
DDF,DT,0,2,0.8318994080081071,65451572,11002448,0,6,train
DDF,DT,0,2,0.8309691324144208,65451572,11063336,0,5,train
DDF,DT,0,2,0.830990766730553,65451572,11061920,0,4,train
DDF,DT,0,2,0.8310017672302813,65451572,11061200,0,3,train
DDF,DT,0,2,0.8290891470108617,65451572,11186384,0,2,train
DDF,DT,0,2,0.8260341248946625,65451572,11386340,0,1,train
DDF,DT,0,2,0.8260484255443094,65451572,11385404,0,0,train
DDF,DT,0,1,0.8720908949291546,65451572,8371852,0,67,test
DDF,DT,0,1,0.8719932960510101,65451572,8378240,0,66,test
DDF,DT,0,1,0.8719484995715611,65451572,8381172,0,65,test
DDF,DT,0,1,0.8718980195005859,65451572,8384476,0,64,test
DDF,DT,0,2,0.8522005246871687,65451572,9673708,0,18,train
DDF,DT,0,2,0.8728711970432124,65451572,8320780,0,66,test
DDF,DT,0,0,0.8255117233853452,65451572,11420532,0,0,train
DDF,DT,0,0,0.7924577608130986,65451544,13583960,3,1,train
DDF,DT,0,1,0.8651093089568674,65451544,8828804,3,65,test
DDF,DT,0,1,0.8652721164224941,65451544,8818148,3,66,test
DDF,DT,0,1,0.8653579203570813,65451544,8812532,3,67,test
DDF,DT,0,2,0.7889565447073335,65451544,13813120,3,0,train
DDF,DT,0,2,0.7928858026634177,65451544,13555944,3,1,train
DDF,DT,0,2,0.7974922027813431,65451544,13254448,3,2,train
DDF,DT,0,2,0.8052274519299346,65451544,12748164,3,3,train
DDF,DT,0,2,0.8075803987145055,65451544,12594160,3,4,train
DDF,DT,0,2,0.8086582036934071,65451544,12523616,3,5,train
