dataset,algorithm,platformId,runId,MemTotal,MemFree,node,time,phase
DGS,KM-tol-0.0001-maxIter-10,2,2,65451444,35798924,3,04/20/21 33 2021 23:33:41. 411,train
DGS,KM-tol-0.0001-maxIter-10,2,2,65451444,35760236,3,04/20/21 33 2021 23:33:42. 449,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451544,3614412,0,04/20/21 34 2021 23:34:03. 631,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451544,3419636,0,04/20/21 34 2021 23:34:04. 699,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451544,3189728,0,04/20/21 34 2021 23:34:05. 718,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451544,3614412,1,04/20/21 34 2021 23:34:03. 631,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451544,3419636,1,04/20/21 34 2021 23:34:04. 699,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451544,3189728,1,04/20/21 34 2021 23:34:05. 718,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451520,41909372,1,04/20/21 34 2021 23:34:03. 793,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451520,41869560,1,04/20/21 34 2021 23:34:04. 810,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451520,41857588,1,04/20/21 34 2021 23:34:05. 826,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451544,3614412,2,04/20/21 34 2021 23:34:03. 631,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451544,3419636,2,04/20/21 34 2021 23:34:04. 699,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451544,3189728,2,04/20/21 34 2021 23:34:05. 718,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451520,41909372,2,04/20/21 34 2021 23:34:03. 793,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451520,41869560,2,04/20/21 34 2021 23:34:04. 810,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451520,41857588,2,04/20/21 34 2021 23:34:05. 826,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451488,41978464,2,04/20/21 34 2021 23:34:03. 603,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451488,41945528,2,04/20/21 34 2021 23:34:04. 622,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451488,41893732,2,04/20/21 34 2021 23:34:05. 644,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451544,3614412,3,04/20/21 34 2021 23:34:03. 631,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451544,3419636,3,04/20/21 34 2021 23:34:04. 699,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451544,3189728,3,04/20/21 34 2021 23:34:05. 718,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451520,41909372,3,04/20/21 34 2021 23:34:03. 793,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451520,41869560,3,04/20/21 34 2021 23:34:04. 810,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451520,41857588,3,04/20/21 34 2021 23:34:05. 826,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451488,41978464,3,04/20/21 34 2021 23:34:03. 603,train
DGS,KM-tol-0.0001-maxIter-10,3,0,65451488,41945528,3,04/20/21 34 2021 23:34:04. 622,train
