dataset,algorithm,platformId,runId,NetIn,NetOut,node,time,phase
DGS,MLP-tol-0.0001-maxIter-100,12,0,2016708834113,86526923248,3,04/21/21 16 2021 02:16:19. 776,train
DGS,MLP-tol-0.0001-maxIter-100,12,0,2016710264775,86528026627,3,04/21/21 16 2021 02:16:20. 790,train
DGS,MLP-tol-0.0001-maxIter-100,12,0,2016711679565,86529116376,3,04/21/21 16 2021 02:16:21. 816,train
DGS,MLP-tol-0.0001-maxIter-100,12,0,2016712921736,86530285153,3,04/21/21 16 2021 02:16:22. 839,train
DGS,MLP-tol-0.0001-maxIter-100,12,0,2016714317734,86531357347,3,04/21/21 16 2021 02:16:23. 866,train
DGS,MLP-tol-0.0001-maxIter-100,12,0,2016715711835,86532427900,3,04/21/21 16 2021 02:16:24. 894,train
DGS,MLP-tol-0.0001-maxIter-100,12,0,2115937316702,96019807380,3,04/21/21 16 2021 02:16:10. 188,train
DGS,MLP-tol-0.0001-maxIter-100,12,0,2115939062874,96020178804,3,04/21/21 16 2021 02:16:11. 216,train
DGS,MLP-tol-0.0001-maxIter-100,12,0,2115940924353,96021829292,3,04/21/21 16 2021 02:16:12. 240,train
DGS,MLP-tol-0.0001-maxIter-100,12,0,2115942475692,96023453096,3,04/21/21 16 2021 02:16:13. 261,train
DGS,MLP-tol-0.0001-maxIter-100,12,0,2115944667237,96025704987,3,04/21/21 16 2021 02:16:14. 290,train
DGS,MLP-tol-0.0001-maxIter-100,12,0,2115946835390,96027587491,3,04/21/21 16 2021 02:16:15. 305,train
DGS,MLP-tol-0.0001-maxIter-100,12,0,2115948984179,96029240949,3,04/21/21 16 2021 02:16:16. 320,train
DGS,MLP-tol-0.0001-maxIter-100,12,0,2115951525226,96031775688,3,04/21/21 16 2021 02:16:17. 350,train
DGS,MLP-tol-0.0001-maxIter-100,12,0,2115954319131,96034137870,3,04/21/21 16 2021 02:16:18. 372,train
DGS,MLP-tol-0.0001-maxIter-100,12,0,2115956793731,96036363644,3,04/21/21 16 2021 02:16:19. 386,train
DGS,MLP-tol-0.0001-maxIter-100,12,0,2115959268759,96038374472,3,04/21/21 16 2021 02:16:20. 406,train
DGS,MLP-tol-0.0001-maxIter-100,12,0,2115962117514,96040793502,3,04/21/21 16 2021 02:16:21. 418,train
DGS,MLP-tol-0.0001-maxIter-100,12,0,2115964291157,96042908797,3,04/21/21 16 2021 02:16:22. 430,train
DGS,MLP-tol-0.0001-maxIter-100,12,0,2115967074618,96045038072,3,04/21/21 16 2021 02:16:23. 442,train
DGS,MLP-tol-0.0001-maxIter-100,12,0,2115970118115,96047413085,3,04/21/21 16 2021 02:16:24. 454,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946216681319,356083576545613,0,04/21/21 16 2021 02:16:54. 356,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946217183889,356083582552682,0,04/21/21 16 2021 02:16:55. 378,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946222585555,356083588141936,0,04/21/21 16 2021 02:16:56. 392,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946229684990,356083596051737,0,04/21/21 16 2021 02:16:57. 406,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946236102329,356083602832917,0,04/21/21 16 2021 02:16:58. 434,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946243764589,356083610982869,0,04/21/21 16 2021 02:16:59. 448,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946250451902,356083617478539,0,04/21/21 17 2021 02:17:00. 466,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946258096487,356083625946741,0,04/21/21 17 2021 02:17:01. 478,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946266100909,356083634544479,0,04/21/21 17 2021 02:17:02. 491,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946274770049,356083643794773,0,04/21/21 17 2021 02:17:03. 503,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946283367464,356083653449320,0,04/21/21 17 2021 02:17:04. 530,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946290672781,356083660929233,0,04/21/21 17 2021 02:17:05. 552,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946297098355,356083667631870,0,04/21/21 17 2021 02:17:06. 580,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946304750366,356083675342978,0,04/21/21 17 2021 02:17:07. 606,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946311495561,356083682702514,0,04/21/21 17 2021 02:17:08. 631,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946216681319,356083576545613,1,04/21/21 16 2021 02:16:54. 356,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946217183889,356083582552682,1,04/21/21 16 2021 02:16:55. 378,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946222585555,356083588141936,1,04/21/21 16 2021 02:16:56. 392,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946229684990,356083596051737,1,04/21/21 16 2021 02:16:57. 406,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946236102329,356083602832917,1,04/21/21 16 2021 02:16:58. 434,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946243764589,356083610982869,1,04/21/21 16 2021 02:16:59. 448,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946250451902,356083617478539,1,04/21/21 17 2021 02:17:00. 466,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946258096487,356083625946741,1,04/21/21 17 2021 02:17:01. 478,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946266100909,356083634544479,1,04/21/21 17 2021 02:17:02. 491,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946274770049,356083643794773,1,04/21/21 17 2021 02:17:03. 503,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946283367464,356083653449320,1,04/21/21 17 2021 02:17:04. 530,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946290672781,356083660929233,1,04/21/21 17 2021 02:17:05. 552,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946297098355,356083667631870,1,04/21/21 17 2021 02:17:06. 580,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946304750366,356083675342978,1,04/21/21 17 2021 02:17:07. 606,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946311495561,356083682702514,1,04/21/21 17 2021 02:17:08. 631,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020522904553,82987081972,1,04/21/21 16 2021 02:16:54. 808,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020523376513,82987446339,1,04/21/21 16 2021 02:16:55. 828,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020524463227,82988384674,1,04/21/21 16 2021 02:16:56. 840,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020525707881,82989555710,1,04/21/21 16 2021 02:16:57. 852,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020526949310,82990652284,1,04/21/21 16 2021 02:16:58. 865,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020528082806,82991885480,1,04/21/21 16 2021 02:16:59. 878,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020529338110,82993204839,1,04/21/21 17 2021 02:17:00. 891,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020530736125,82994492573,1,04/21/21 17 2021 02:17:01. 902,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020532130775,82995671248,1,04/21/21 17 2021 02:17:02. 916,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020533535539,82996858112,1,04/21/21 17 2021 02:17:03. 936,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020534979413,82998188415,1,04/21/21 17 2021 02:17:04. 952,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020536221712,82999357407,1,04/21/21 17 2021 02:17:05. 969,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020537315085,83000958217,1,04/21/21 17 2021 02:17:06. 985,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020538555703,83002019557,1,04/21/21 17 2021 02:17:08. 004,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946216681319,356083576545613,2,04/21/21 16 2021 02:16:54. 356,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946217183889,356083582552682,2,04/21/21 16 2021 02:16:55. 378,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946222585555,356083588141936,2,04/21/21 16 2021 02:16:56. 392,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946229684990,356083596051737,2,04/21/21 16 2021 02:16:57. 406,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946236102329,356083602832917,2,04/21/21 16 2021 02:16:58. 434,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946243764589,356083610982869,2,04/21/21 16 2021 02:16:59. 448,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946250451902,356083617478539,2,04/21/21 17 2021 02:17:00. 466,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946258096487,356083625946741,2,04/21/21 17 2021 02:17:01. 478,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946266100909,356083634544479,2,04/21/21 17 2021 02:17:02. 491,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946274770049,356083643794773,2,04/21/21 17 2021 02:17:03. 503,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946283367464,356083653449320,2,04/21/21 17 2021 02:17:04. 530,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946290672781,356083660929233,2,04/21/21 17 2021 02:17:05. 552,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946297098355,356083667631870,2,04/21/21 17 2021 02:17:06. 580,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946304750366,356083675342978,2,04/21/21 17 2021 02:17:07. 606,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946311495561,356083682702514,2,04/21/21 17 2021 02:17:08. 631,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020522904553,82987081972,2,04/21/21 16 2021 02:16:54. 808,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020523376513,82987446339,2,04/21/21 16 2021 02:16:55. 828,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020524463227,82988384674,2,04/21/21 16 2021 02:16:56. 840,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020525707881,82989555710,2,04/21/21 16 2021 02:16:57. 852,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020526949310,82990652284,2,04/21/21 16 2021 02:16:58. 865,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020528082806,82991885480,2,04/21/21 16 2021 02:16:59. 878,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020529338110,82993204839,2,04/21/21 17 2021 02:17:00. 891,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020530736125,82994492573,2,04/21/21 17 2021 02:17:01. 902,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020532130775,82995671248,2,04/21/21 17 2021 02:17:02. 916,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020533535539,82996858112,2,04/21/21 17 2021 02:17:03. 936,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020534979413,82998188415,2,04/21/21 17 2021 02:17:04. 952,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020536221712,82999357407,2,04/21/21 17 2021 02:17:05. 969,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020537315085,83000958217,2,04/21/21 17 2021 02:17:06. 985,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020538555703,83002019557,2,04/21/21 17 2021 02:17:08. 004,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849448435,86533717848,2,04/21/21 16 2021 02:16:54. 777,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849456776,86533726489,2,04/21/21 16 2021 02:16:55. 804,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849461687,86533730392,2,04/21/21 16 2021 02:16:56. 830,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849467286,86533734811,2,04/21/21 16 2021 02:16:57. 857,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849473237,86533740250,2,04/21/21 16 2021 02:16:58. 884,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849478836,86533744669,2,04/21/21 16 2021 02:16:59. 911,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849532595,86533785208,2,04/21/21 17 2021 02:17:00. 934,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849538976,86533790650,2,04/21/21 17 2021 02:17:01. 954,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849544960,86533795277,2,04/21/21 17 2021 02:17:02. 982,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849551935,86533800728,2,04/21/21 17 2021 02:17:04. 009,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849606734,86533843042,2,04/21/21 17 2021 02:17:05. 036,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849612520,86533847513,2,04/21/21 17 2021 02:17:06. 063,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849617483,86533852701,2,04/21/21 17 2021 02:17:07. 090,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849623176,86533857627,2,04/21/21 17 2021 02:17:08. 117,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946216681319,356083576545613,3,04/21/21 16 2021 02:16:54. 356,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946217183889,356083582552682,3,04/21/21 16 2021 02:16:55. 378,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946222585555,356083588141936,3,04/21/21 16 2021 02:16:56. 392,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946229684990,356083596051737,3,04/21/21 16 2021 02:16:57. 406,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946236102329,356083602832917,3,04/21/21 16 2021 02:16:58. 434,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946243764589,356083610982869,3,04/21/21 16 2021 02:16:59. 448,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946250451902,356083617478539,3,04/21/21 17 2021 02:17:00. 466,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946258096487,356083625946741,3,04/21/21 17 2021 02:17:01. 478,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946266100909,356083634544479,3,04/21/21 17 2021 02:17:02. 491,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946274770049,356083643794773,3,04/21/21 17 2021 02:17:03. 503,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946283367464,356083653449320,3,04/21/21 17 2021 02:17:04. 530,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946290672781,356083660929233,3,04/21/21 17 2021 02:17:05. 552,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946297098355,356083667631870,3,04/21/21 17 2021 02:17:06. 580,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946304750366,356083675342978,3,04/21/21 17 2021 02:17:07. 606,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,198946311495561,356083682702514,3,04/21/21 17 2021 02:17:08. 631,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020522904553,82987081972,3,04/21/21 16 2021 02:16:54. 808,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020523376513,82987446339,3,04/21/21 16 2021 02:16:55. 828,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020524463227,82988384674,3,04/21/21 16 2021 02:16:56. 840,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020525707881,82989555710,3,04/21/21 16 2021 02:16:57. 852,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020526949310,82990652284,3,04/21/21 16 2021 02:16:58. 865,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020528082806,82991885480,3,04/21/21 16 2021 02:16:59. 878,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020529338110,82993204839,3,04/21/21 17 2021 02:17:00. 891,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020530736125,82994492573,3,04/21/21 17 2021 02:17:01. 902,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020532130775,82995671248,3,04/21/21 17 2021 02:17:02. 916,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020533535539,82996858112,3,04/21/21 17 2021 02:17:03. 936,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020534979413,82998188415,3,04/21/21 17 2021 02:17:04. 952,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020536221712,82999357407,3,04/21/21 17 2021 02:17:05. 969,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020537315085,83000958217,3,04/21/21 17 2021 02:17:06. 985,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2020538555703,83002019557,3,04/21/21 17 2021 02:17:08. 004,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849448435,86533717848,3,04/21/21 16 2021 02:16:54. 777,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849456776,86533726489,3,04/21/21 16 2021 02:16:55. 804,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849461687,86533730392,3,04/21/21 16 2021 02:16:56. 830,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849467286,86533734811,3,04/21/21 16 2021 02:16:57. 857,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849473237,86533740250,3,04/21/21 16 2021 02:16:58. 884,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849478836,86533744669,3,04/21/21 16 2021 02:16:59. 911,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849532595,86533785208,3,04/21/21 17 2021 02:17:00. 934,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849538976,86533790650,3,04/21/21 17 2021 02:17:01. 954,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849544960,86533795277,3,04/21/21 17 2021 02:17:02. 982,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849551935,86533800728,3,04/21/21 17 2021 02:17:04. 009,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849606734,86533843042,3,04/21/21 17 2021 02:17:05. 036,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849612520,86533847513,3,04/21/21 17 2021 02:17:06. 063,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849617483,86533852701,3,04/21/21 17 2021 02:17:07. 090,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2016849623176,86533857627,3,04/21/21 17 2021 02:17:08. 117,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2116097549397,96049756494,3,04/21/21 16 2021 02:16:54. 460,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2116098785368,96050129957,3,04/21/21 16 2021 02:16:55. 485,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2116100647577,96051891718,3,04/21/21 16 2021 02:16:56. 511,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2116103123826,96053681784,3,04/21/21 16 2021 02:16:57. 535,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2116105289573,96055567116,3,04/21/21 16 2021 02:16:58. 548,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2116107763420,96057468483,3,04/21/21 16 2021 02:16:59. 560,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2116109992319,96059411442,3,04/21/21 17 2021 02:17:00. 572,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2116112776060,96061767546,3,04/21/21 17 2021 02:17:01. 590,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2116115565239,96064129998,3,04/21/21 17 2021 02:17:02. 614,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2116118509014,96066391947,3,04/21/21 17 2021 02:17:03. 630,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2116121195700,96068582078,3,04/21/21 17 2021 02:17:04. 643,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2116123670575,96070699687,3,04/21/21 17 2021 02:17:05. 656,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2116126144402,96072590571,3,04/21/21 17 2021 02:17:06. 670,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2116128622587,96075036646,3,04/21/21 17 2021 02:17:07. 682,train
DGS,MLP-tol-0.0001-maxIter-100,12,1,2116130787891,96076919154,3,04/21/21 17 2021 02:17:08. 693,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946463833692,356084246553357,0,04/21/21 17 2021 02:17:37. 300,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946464629864,356084248218235,0,04/21/21 17 2021 02:17:38. 315,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946469402783,356084253936178,0,04/21/21 17 2021 02:17:39. 346,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946474647481,356084259458870,0,04/21/21 17 2021 02:17:40. 358,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946480063028,356084265014066,0,04/21/21 17 2021 02:17:41. 377,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946486522739,356084272519907,0,04/21/21 17 2021 02:17:42. 390,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946492750562,356084278714116,0,04/21/21 17 2021 02:17:43. 417,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946498740420,356084285259651,0,04/21/21 17 2021 02:17:44. 429,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946504847405,356084291808100,0,04/21/21 17 2021 02:17:45. 440,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946511476189,356084299071590,0,04/21/21 17 2021 02:17:46. 460,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946517583054,356084305512025,0,04/21/21 17 2021 02:17:47. 473,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946524541246,356084312865870,0,04/21/21 17 2021 02:17:48. 490,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946531159398,356084319576059,0,04/21/21 17 2021 02:17:49. 510,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946537267535,356084326596737,0,04/21/21 17 2021 02:17:50. 523,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946463833692,356084246553357,1,04/21/21 17 2021 02:17:37. 300,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946464629864,356084248218235,1,04/21/21 17 2021 02:17:38. 315,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946469402783,356084253936178,1,04/21/21 17 2021 02:17:39. 346,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946474647481,356084259458870,1,04/21/21 17 2021 02:17:40. 358,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946480063028,356084265014066,1,04/21/21 17 2021 02:17:41. 377,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946486522739,356084272519907,1,04/21/21 17 2021 02:17:42. 390,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946492750562,356084278714116,1,04/21/21 17 2021 02:17:43. 417,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946498740420,356084285259651,1,04/21/21 17 2021 02:17:44. 429,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946504847405,356084291808100,1,04/21/21 17 2021 02:17:45. 440,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946511476189,356084299071590,1,04/21/21 17 2021 02:17:46. 460,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946517583054,356084305512025,1,04/21/21 17 2021 02:17:47. 473,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946524541246,356084312865870,1,04/21/21 17 2021 02:17:48. 490,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946531159398,356084319576059,1,04/21/21 17 2021 02:17:49. 510,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946537267535,356084326596737,1,04/21/21 17 2021 02:17:50. 523,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,2020667681876,83003747003,1,04/21/21 17 2021 02:17:37. 801,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,2020668612169,83004576435,1,04/21/21 17 2021 02:17:38. 815,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,2020670984073,83006803070,1,04/21/21 17 2021 02:17:39. 844,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,2020673267077,83008939960,1,04/21/21 17 2021 02:17:40. 877,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,2020675434704,83010825535,1,04/21/21 17 2021 02:17:41. 890,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,2020678168926,83013916785,1,04/21/21 17 2021 02:17:42. 927,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,2020680761248,83016477772,1,04/21/21 17 2021 02:17:43. 940,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,2020683236334,83018703737,1,04/21/21 17 2021 02:17:44. 952,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,2020686019559,83020982752,1,04/21/21 17 2021 02:17:45. 969,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,2020688498343,83023427376,1,04/21/21 17 2021 02:17:46. 982,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,2020691285570,83026002581,1,04/21/21 17 2021 02:17:48. 001,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,2020693846191,83028419154,1,04/21/21 17 2021 02:17:49. 014,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,2020696631761,83030883572,1,04/21/21 17 2021 02:17:50. 033,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946463833692,356084246553357,2,04/21/21 17 2021 02:17:37. 300,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946464629864,356084248218235,2,04/21/21 17 2021 02:17:38. 315,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946469402783,356084253936178,2,04/21/21 17 2021 02:17:39. 346,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946474647481,356084259458870,2,04/21/21 17 2021 02:17:40. 358,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946480063028,356084265014066,2,04/21/21 17 2021 02:17:41. 377,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946486522739,356084272519907,2,04/21/21 17 2021 02:17:42. 390,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946492750562,356084278714116,2,04/21/21 17 2021 02:17:43. 417,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946498740420,356084285259651,2,04/21/21 17 2021 02:17:44. 429,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946504847405,356084291808100,2,04/21/21 17 2021 02:17:45. 440,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946511476189,356084299071590,2,04/21/21 17 2021 02:17:46. 460,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946517583054,356084305512025,2,04/21/21 17 2021 02:17:47. 473,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946524541246,356084312865870,2,04/21/21 17 2021 02:17:48. 490,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946531159398,356084319576059,2,04/21/21 17 2021 02:17:49. 510,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,198946537267535,356084326596737,2,04/21/21 17 2021 02:17:50. 523,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,2020667681876,83003747003,2,04/21/21 17 2021 02:17:37. 801,train
DGS,MLP-tol-0.0001-maxIter-100,12,2,2020668612169,83004576435,2,04/21/21 17 2021 02:17:38. 815,train
