dataset,algorithm,platformId,runId,CpuUsage,node,timeIndex,phase
DDF,RFR,0,1,0.002478314745972709,2,34,train
DDF,RFR,0,1,0.12189054726368155,0,3,train
DDF,RFR,0,1,0.1941031941031941,0,2,train
DDF,RFR,0,1,0.001242236024844745,0,1,train
DDF,RFR,0,1,0.12323824557828156,0,0,train
DDF,RFR,0,0,0.001242236024844745,0,78,test
DDF,RFR,0,0,0.001242236024844745,0,77,test
DDF,RFR,0,0,0.001242236024844745,0,76,test
DDF,RFR,0,0,0.001242236024844745,0,75,test
DDF,RFR,0,0,0.001242236024844745,0,74,test
DDF,RFR,0,0,0.16604708798017354,0,73,test
DDF,RFR,0,0,0.17000000000000004,0,72,test
DDF,RFR,0,1,0.006203473945409432,0,4,train
DDF,RFR,0,0,0.21065675340768283,0,71,test
DDF,RFR,0,0,0.1691542288557214,0,69,test
DDF,RFR,0,0,0.46933667083854824,0,68,test
DDF,RFR,0,0,0.25436408977556113,0,67,test
DDF,RFR,0,0,0.3997477931904161,0,66,train
DDF,RFR,0,0,0.22857142857142854,0,65,train
DDF,RFR,0,0,0.358560794044665,0,64,train
DDF,RFR,0,0,0.3077889447236181,0,63,train
DDF,RFR,0,0,0.4101610904584882,0,62,train
DDF,RFR,0,0,0.5105853051058531,0,61,train
DDF,RFR,0,0,0.2509363295880149,0,60,train
DDF,RFR,0,0,0.001242236024844745,0,59,train
DDF,RFR,0,0,0.2781211372064277,0,70,test
DDF,RFR,0,0,0.001242236024844745,0,58,train
DDF,RFR,0,1,0.21987577639751554,0,5,train
DDF,RFR,0,1,0.5641975308641975,0,7,train
DDF,RFR,0,1,0.5555555555555557,0,31,train
DDF,RFR,0,1,0.5790784557907847,0,30,train
DDF,RFR,0,1,0.6608695652173913,0,29,train
DDF,RFR,0,1,0.5049875311720701,0,28,train
DDF,RFR,0,1,0.5659203980099503,0,27,train
DDF,RFR,0,1,0.2308641975308641,0,26,train
DDF,RFR,0,1,0.003717472118959121,0,25,train
DDF,RFR,0,1,0.001242236024844745,0,24,train
DDF,RFR,0,1,0.002478314745972709,0,23,train
DDF,RFR,0,1,0.0,0,22,train
DDF,RFR,0,1,0.001242236024844745,0,21,train
DDF,RFR,0,1,0.34932349323493234,0,6,train
DDF,RFR,0,1,0.002481389578163795,0,20,train
DDF,RFR,0,1,0.003722084367245637,0,18,train
DDF,RFR,0,1,0.002481389578163795,0,17,train
DDF,RFR,0,1,0.001242236024844745,0,16,train
DDF,RFR,0,1,0.0,0,15,train
