dataset,algorithm,platformId,runId,memoryUsage,MemTotal,MemFree,node,timeIndex,phase
DDF,RFR,0,1,0.7682443060472339,65451544,15168768,2,34,train
DDF,RFR,0,1,0.6941530449413805,65451572,20018164,0,3,train
DDF,RFR,0,1,0.6922638924547144,65451572,20141812,0,2,train
DDF,RFR,0,1,0.6891692685394936,65451572,20344360,0,1,train
DDF,RFR,0,1,0.689171590867214,65451572,20344208,0,0,train
DDF,RFR,0,0,0.7480390539741353,65451572,16491240,0,78,test
DDF,RFR,0,0,0.748038687290811,65451572,16491264,0,77,test
DDF,RFR,0,0,0.748026281171673,65451572,16492076,0,76,test
DDF,RFR,0,0,0.7480220643134439,65451572,16492352,0,75,test
DDF,RFR,0,0,0.7480143639636341,65451572,16492856,0,74,test
DDF,RFR,0,0,0.7480064191582748,65451572,16493376,0,73,test
DDF,RFR,0,0,0.7479346103406042,65451572,16498076,0,72,test
DDF,RFR,0,1,0.6941252992365103,65451572,20019980,0,4,train
DDF,RFR,0,0,0.7478267443293799,65451572,16505136,0,71,test
DDF,RFR,0,0,0.7507030694388822,65451572,16316876,0,69,test
DDF,RFR,0,0,0.7502291923561438,65451572,16347892,0,68,test
DDF,RFR,0,0,0.749203579098146,65451572,16415020,0,67,test
DDF,RFR,0,0,0.7432919105441806,65451572,16801948,0,66,train
DDF,RFR,0,0,0.741360589475223,65451572,16928356,0,65,train
DDF,RFR,0,0,0.7416770371840725,65451572,16907644,0,64,train
DDF,RFR,0,0,0.7407501228541921,65451572,16968312,0,63,train
DDF,RFR,0,0,0.7402465444221874,65451572,17001272,0,62,train
DDF,RFR,0,0,0.7401495566829166,65451572,17007620,0,61,train
DDF,RFR,0,0,0.7369786626362466,65451572,17215160,0,60,train
DDF,RFR,0,0,0.736839811884121,65451572,17224248,0,59,train
DDF,RFR,0,0,0.7476053287154051,65451572,16519628,0,70,test
DDF,RFR,0,0,0.7368282613594063,65451572,17225004,0,58,train
DDF,RFR,0,1,0.6978819087798227,65451572,19774104,0,5,train
DDF,RFR,0,1,0.7030640608601425,65451572,19434924,0,7,train
DDF,RFR,0,1,0.7209289946466068,65451572,18265636,0,31,train
DDF,RFR,0,1,0.7204502284528781,65451572,18296972,0,30,train
DDF,RFR,0,1,0.720038748649154,65451572,18323904,0,29,train
DDF,RFR,0,1,0.719506446690081,65451572,18358744,0,28,train
DDF,RFR,0,1,0.7165824527484229,65451572,18550124,0,27,train
DDF,RFR,0,1,0.7050997644487439,65451572,19301684,0,26,train
DDF,RFR,0,1,0.7050587570303124,65451572,19304368,0,25,train
DDF,RFR,0,1,0.7050619960663436,65451572,19304156,0,24,train
DDF,RFR,0,1,0.7050575347525648,65451572,19304448,0,23,train
DDF,RFR,0,1,0.7050495899472056,65451572,19304968,0,22,train
DDF,RFR,0,1,0.7050562513609299,65451572,19304532,0,21,train
DDF,RFR,0,1,0.6991139036355002,65451572,19693468,0,6,train
DDF,RFR,0,1,0.7050517900471512,65451572,19304824,0,20,train
DDF,RFR,0,1,0.7050428674195939,65451572,19305408,0,18,train
DDF,RFR,0,1,0.70504225628072,65451572,19305448,0,17,train
DDF,RFR,0,1,0.7050377949669414,65451572,19305740,0,16,train
DDF,RFR,0,1,0.7050405450918734,65451572,19305560,0,15,train
DDF,RFR,0,1,0.7050358393225452,65451572,19305868,0,14,train
DDF,RFR,0,1,0.7050313780087666,65451572,19306160,0,13,train
DDF,RFR,0,1,0.705030644642118,65451572,19306208,0,12,train
DDF,RFR,0,1,0.7050184829785295,65451572,19307004,0,11,train
DDF,RFR,0,1,0.7049928151458302,65451572,19308684,0,10,train
DDF,RFR,0,1,0.7031065961257584,65451572,19432140,0,9,train
DDF,RFR,0,1,0.7030668109850746,65451572,19434744,0,8,train
DDF,RFR,0,1,0.7050550290831823,65451572,19304612,0,19,train
DDF,RFR,0,0,0.7368244111845014,65451572,17225256,0,57,train
DDF,RFR,0,0,0.7366511533137814,65451572,17236596,0,56,train
DDF,RFR,0,0,0.736415803733484,65451572,17252000,0,55,train
DDF,RFR,0,0,0.725294604077653,65451572,17979900,0,25,train
DDF,RFR,0,0,0.7239695327714971,65451572,18066628,0,24,train
DDF,RFR,0,0,0.7211781559654519,65451572,18249328,0,23,train
DDF,RFR,0,0,0.7207809768113743,65451572,18275324,0,22,train
DDF,RFR,0,0,0.7205939072021066,65451572,18287568,0,21,train
DDF,RFR,0,0,0.7205178204123195,65451572,18292548,0,20,train
DDF,RFR,0,0,0.717933497456715,65451572,18461696,0,19,train
DDF,RFR,0,0,0.7128810901593013,65451572,18792384,0,18,train
DDF,RFR,0,0,0.7081871158113666,65451572,19099612,0,17,train
DDF,RFR,0,0,0.704091385306987,65451572,19367684,0,16,train
DDF,RFR,0,0,0.7040791014156238,65451572,19368488,0,15,train
DDF,RFR,0,0,0.7268814872773415,65451572,17876036,0,26,train
DDF,RFR,0,0,0.7040668175242605,65451572,19369292,0,14,train
DDF,RFR,0,0,0.7040538002662488,65451572,19370144,0,12,train
DDF,RFR,0,0,0.7041611162524867,65451572,19363120,0,11,train
DDF,RFR,0,0,0.7041166864563619,65451572,19366028,0,10,train
DDF,RFR,0,0,0.7028610405262687,65451572,19448212,0,9,train
DDF,RFR,0,0,0.7028270000909986,65451572,19450440,0,8,train
DDF,RFR,0,0,0.6981114525408191,65451572,19759080,0,7,train
DDF,RFR,0,0,0.6953051028323659,65451572,19942760,0,6,train
DDF,RFR,0,0,0.6938359249797698,65451572,20038920,0,5,train
DDF,RFR,0,0,0.6938519979321505,65451572,20037868,0,4,train
DDF,RFR,0,0,0.6938560314487175,65451572,20037604,0,3,train
DDF,RFR,0,0,0.6915574159166108,65451572,20188052,0,2,train
DDF,RFR,0,0,0.7040623562104819,65451572,19369584,0,13,train
DDF,RFR,0,0,0.7268044837792437,65451572,17881076,0,27,train
DDF,RFR,0,0,0.7268198844788633,65451572,17880068,0,28,train
DDF,RFR,0,0,0.7279288570792464,65451572,17807484,0,29,train
DDF,RFR,0,0,0.7342789566612701,65451572,17391860,0,54,train
DDF,RFR,0,0,0.7342674061365554,65451572,17392616,0,53,train
DDF,RFR,0,0,0.7342056811103025,65451572,17396656,0,52,train
DDF,RFR,0,0,0.7342133814601122,65451572,17396152,0,51,train
DDF,RFR,0,0,0.7343639049647273,65451572,17386300,0,50,train
DDF,RFR,0,0,0.7340233783842502,65451572,17408588,0,49,train
DDF,RFR,0,0,0.7340195282093454,65451572,17408840,0,48,train
DDF,RFR,0,0,0.7340149446677919,65451572,17409140,0,47,train
DDF,RFR,0,0,0.7338751160934683,65451572,17418292,0,46,train
DDF,RFR,0,0,0.7339549308303855,65451572,17413068,0,45,train
DDF,RFR,0,0,0.7339619589274342,65451572,17412608,0,44,train
DDF,RFR,0,0,0.7339776651964907,65451572,17411580,0,43,train
DDF,RFR,0,0,0.7338851387709985,65451572,17417636,0,42,train
DDF,RFR,0,0,0.7338851387709985,65451572,17417636,0,41,train
DDF,RFR,0,0,0.7328957660482165,65451572,17482392,0,40,train
DDF,RFR,0,0,0.7308523621098054,65451572,17616136,0,39,train
DDF,RFR,0,0,0.7308609180540385,65451572,17615576,0,38,train
DDF,RFR,0,0,0.7308603069151647,65451572,17615616,0,37,train
DDF,RFR,0,0,0.7308517509709316,65451572,17616176,0,36,train
DDF,RFR,0,0,0.7308445395322208,65451572,17616648,0,35,train
DDF,RFR,0,0,0.7308362280435373,65451572,17617192,0,34,train
