transformTime,features,fitTime,testCount,trainCount,weightedPrecision,accuracy,weightedRecall,f1,algorithm,dataset,family,platformId,runId,mse,rmse,r2,mae,silhouette
6906.0,27.0,174104.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,0,2,,,,,0.3679707951824025
6912.0,27.0,174090.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,0,1,,,,,0.36796684305929017
6880.0,27.0,173682.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,0,0,,,,,0.3679593799418445
7202.0,27.0,194378.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,1,2,,,,,0.3679674861411673
7146.0,27.0,195076.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,1,1,,,,,0.3679659691745809
7134.0,27.0,193487.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,1,0,,,,,0.36797393225250863
6970.0,27.0,172861.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,2,0,,,,,0.36797249093798334
6990.0,27.0,173482.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,2,2,,,,,0.3679726002522561
6977.0,27.0,172710.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,2,1,,,,,0.3679657811902271
6917.0,27.0,167581.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,3,0,,,,,0.3679730467802944
6959.0,27.0,167640.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,3,2,,,,,0.3679724909379827
6904.0,27.0,167572.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,3,1,,,,,0.3679684951889586
5878.0,27.0,216415.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,4,1,,,,,0.36796578119022616
5963.0,27.0,216972.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,4,0,,,,,0.3679659691745797
5927.0,27.0,216652.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,4,2,,,,,0.3679652207452062
6865.0,27.0,188352.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,5,2,,,,,0.3679652207452059
6880.0,27.0,188804.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,5,1,,,,,0.36797043589443496
6853.0,27.0,188772.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,5,0,,,,,0.3679736007007213
6887.0,27.0,179287.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,6,1,,,,,0.3679588830781537
6893.0,27.0,178412.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,6,0,,,,,0.3679632845623621
6917.0,27.0,178430.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,6,2,,,,,0.3679687096245861
6884.0,27.0,174540.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,7,1,,,,,0.3679603977888501
6901.0,27.0,173329.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,7,0,,,,,0.36797249093798257
6880.0,27.0,172928.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,7,2,,,,,0.3679724909379826
6927.0,27.0,171245.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,8,2,,,,,0.3679707951824024
6905.0,27.0,171014.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,8,0,,,,,0.3679683939456426
6904.0,27.0,170389.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,8,1,,,,,0.3679631707995515
6904.0,27.0,168989.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,9,1,,,,,0.3679590760245586
6932.0,27.0,169313.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,9,2,,,,,0.3679721530889711
6923.0,27.0,169946.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,9,0,,,,,0.3679730467802942
6907.0,27.0,168373.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,10,1,,,,,0.3679492598977737
6897.0,27.0,168839.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,10,0,,,,,0.3679323618008289
6900.0,27.0,168846.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,10,2,,,,,0.3679560796560956
6947.0,27.0,167263.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,11,1,,,,,0.36796336956980535
6921.0,27.0,167864.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,11,0,,,,,0.3679632845623619
6921.0,27.0,168009.0,10999999.0,10999999.0,,,,,BKM,DHG,clustering,11,2,,,,,0.3679652207452057
