transformTime,features,fitTime,testCount,trainCount,rmse,mse,mae,r2,runId,dataset,algorithm,family,platformId,f1,accuracy,weightedPrecision,weightedRecall,silhouette
29726.0,27.0,200483.0,2197354.0,8802646.0,0.4669906513946087,0.21808026848996093,0.34278040076865746,0.316761649234348,0,DHG,RFR,regression,0,,,,,
30660.0,27.0,206391.0,2197354.0,8802646.0,0.4671254104920841,0.21820614912739805,0.34292627500474393,0.316367269313086,2,DHG,RFR,regression,0,,,,,
29897.0,27.0,202412.0,2197354.0,8802646.0,0.4669904336913155,0.21808006515920286,0.34277997596950144,0.31676228626296465,1,DHG,RFR,regression,0,,,,,
71190.0,27.0,416426.0,2197354.0,8802646.0,0.4669914264232512,0.2180809923528228,0.3427804199728585,0.3167593813956697,1,DHG,RFR,regression,1,,,,,
71248.0,27.0,414858.0,2197354.0,8802646.0,0.4669912422968002,0.2180808203819087,0.3427800968386623,0.3167599201749204,2,DHG,RFR,regression,1,,,,,
70867.0,27.0,419042.0,2197354.0,8802646.0,0.4669912422968002,0.2180808203819087,0.3427800968386623,0.3167599201749204,0,DHG,RFR,regression,1,,,,,
30342.0,27.0,210961.0,2197354.0,8802646.0,0.4671251273267689,0.21820588458005005,0.3429265214597906,0.31636809813127753,0,DHG,RFR,regression,2,,,,,
30619.0,27.0,209681.0,2197354.0,8802646.0,0.4669688976979864,0.21805995141727247,0.3427632501909292,0.3168253019587882,1,DHG,RFR,regression,2,,,,,
30082.0,27.0,210868.0,2197354.0,8802646.0,0.4669922621637424,0.21808177292080946,0.34278109958425906,0.31675693590168896,2,DHG,RFR,regression,2,,,,,
29905.0,27.0,200938.0,2197354.0,8802646.0,0.4669673120587133,0.21805847053133973,0.3427624460188001,0.3168299415259961,0,DHG,RFR,regression,3,,,,,
30325.0,27.0,203022.0,2197354.0,8802646.0,0.4669904347250025,0.2180800661246468,0.3427800226198999,0.3167622832382607,1,DHG,RFR,regression,3,,,,,
30396.0,27.0,203607.0,2197354.0,8802646.0,0.4669921973948553,0.21808171242767546,0.3427811016260515,0.3167571254246999,2,DHG,RFR,regression,3,,,,,
30329.0,27.0,202483.0,2197354.0,8802646.0,0.4671283233306422,0.21820887045769707,0.3429307362248167,0.31635874347423665,1,DHG,RFR,regression,4,,,,,
30619.0,27.0,206532.0,2197354.0,8802646.0,0.4669920673316802,0.2180815909507165,0.3427808711422991,0.3167575060080405,2,DHG,RFR,regression,4,,,,,
30797.0,27.0,204610.0,2197354.0,8802646.0,0.4669904336913155,0.21808006515920286,0.3427799759695015,0.31676228626296465,0,DHG,RFR,regression,4,,,,,
37736.0,27.0,215805.0,2197354.0,8802646.0,0.4669930833294979,0.21808253987759132,0.3427812502095522,0.3167545330511677,1,DHG,RFR,regression,5,,,,,
37627.0,27.0,215489.0,2197354.0,8802646.0,0.4671250196479718,0.218205783981118,0.34292624857786136,0.3163684133044425,0,DHG,RFR,regression,5,,,,,
37647.0,27.0,217361.0,2197354.0,8802646.0,0.466969586648782,0.21806059485493434,0.3427631013740821,0.31682328608963195,2,DHG,RFR,regression,5,,,,,
34037.0,27.0,203419.0,2197354.0,8802646.0,0.4669695172896565,0.2180605300777348,0.3427630618044025,0.3168234890344801,0,DHG,RFR,regression,6,,,,,
37811.0,27.0,206742.0,2197354.0,8802646.0,0.4669914192642219,0.2180809856664122,0.3427804074752263,0.31675940234397515,1,DHG,RFR,regression,6,,,,,
35140.0,27.0,206137.0,2197354.0,8802646.0,0.466991433946934,0.2180809993798136,0.3427804739926015,0.31675935938033706,2,DHG,RFR,regression,6,,,,,
32801.0,27.0,203754.0,2197354.0,8802646.0,0.4669920919531476,0.21808161394677708,0.3427808527397749,0.3167574339621346,1,DHG,RFR,regression,7,,,,,
32723.0,27.0,208174.0,2197354.0,8802646.0,0.4669904287685232,0.2180800605614092,0.3427800001031988,0.3167623006677024,0,DHG,RFR,regression,7,,,,,
32830.0,27.0,211251.0,2197354.0,8802646.0,0.4672846316223891,0.2183549269504718,0.34293727394035545,0.31590115325787704,2,DHG,RFR,regression,7,,,,,
29189.0,27.0,210752.0,2197354.0,8802646.0,0.4671238094621666,0.21820465336644654,0.3429255530776887,0.3163719554832413,2,DHG,RFR,regression,8,,,,,
28448.0,27.0,209065.0,2197354.0,8802646.0,0.4669921063992449,0.21808162743920365,0.3427808974002759,0.3167573916908032,1,DHG,RFR,regression,8,,,,,
29305.0,27.0,208284.0,2197354.0,8802646.0,0.4669672887929346,0.21805844880262404,0.3427624674892869,0.3168300096013519,0,DHG,RFR,regression,8,,,,,
52478.0,27.0,312453.0,2197354.0,8802646.0,0.466968028273594,0.21805913942972813,0.3427623663727089,0.3168278458892157,2,DHG,RFR,regression,9,,,,,
52092.0,27.0,310746.0,2197354.0,8802646.0,0.4669688883216477,0.21805994266035544,0.3427632418167695,0.3168253293939232,1,DHG,RFR,regression,9,,,,,
52323.0,27.0,308757.0,2197354.0,8802646.0,0.466991470660211,0.2180810336693867,0.34278052772614503,0.3167592519522259,0,DHG,RFR,regression,9,,,,,
42307.0,27.0,245717.0,2197354.0,8802646.0,0.4669688461394981,0.21805990326485425,0.3427632122283101,0.3168254528187402,2,DHG,RFR,regression,10,,,,,
42244.0,27.0,255432.0,2197354.0,8802646.0,0.4669690536119851,0.21806009703127305,0.34276287037499564,0.3168248457548853,0,DHG,RFR,regression,10,,,,,
42295.0,27.0,255274.0,2197354.0,8802646.0,0.46696871725244,0.2180597828923892,0.3427629449747495,0.3168258299417377,1,DHG,RFR,regression,10,,,,,
