dataset,algorithm,platformId,runId,CpuUsage,node,timeIndex,phase
DDF,DT-maxDepth-15,0,0,0.13005578146279403,0,0,train
DDF,DT-maxBins-16,0,1,0.001240694789081842,1,24,train
DDF,DT-maxBins-16,0,1,0.003717472118959121,1,23,train
DDF,DT-maxBins-16,0,1,0.002481389578163795,1,22,train
DDF,DT-maxBins-16,0,1,0.001242236024844745,1,21,train
DDF,DT-maxBins-16,0,1,0.002481389578163795,1,20,train
DDF,DT-maxBins-16,0,1,0.0,1,19,train
DDF,DT-maxBins-16,0,1,0.003717472118959121,1,18,train
DDF,DT-maxBins-16,0,1,0.002478314745972709,1,17,train
DDF,DT-maxBins-16,0,1,0.0,1,16,train
DDF,DT-maxBins-16,0,1,0.002484472049689489,1,25,train
DDF,DT-maxBins-16,0,1,0.004950495049504955,1,15,train
DDF,DT-maxBins-16,0,1,0.002481389578163795,1,13,train
DDF,DT-maxBins-16,0,1,0.001240694789081842,1,12,train
DDF,DT-maxBins-16,0,1,0.006218905472636815,1,11,train
DDF,DT-maxBins-16,0,1,0.34306569343065696,1,10,train
DDF,DT-maxBins-16,0,1,0.004968944099378869,1,9,train
DDF,DT-maxBins-16,0,1,0.001242236024844745,1,8,train
DDF,DT-maxBins-16,0,1,0.4248768472906404,1,7,train
DDF,DT-maxBins-16,0,1,0.24411400247831477,1,6,train
DDF,DT-maxBins-16,0,1,0.19478908188585609,1,5,train
DDF,DT-maxBins-16,0,1,0.003717472118959121,1,14,train
DDF,DT-maxBins-16,0,1,0.003726708074534124,1,4,train
DDF,DT-maxBins-16,0,1,0.2768079800498753,1,26,train
DDF,DT-maxBins-16,0,1,0.5043586550435865,1,28,train
DDF,DT-maxBins-16,0,1,0.6902985074626865,1,48,train
DDF,DT-maxBins-16,0,1,0.532258064516129,1,47,train
DDF,DT-maxBins-16,0,1,0.5049627791563275,1,46,train
DDF,DT-maxBins-16,0,1,0.516728624535316,1,45,train
DDF,DT-maxBins-16,0,1,0.5062344139650873,1,44,train
DDF,DT-maxBins-16,0,1,0.5442092154420922,1,43,train
DDF,DT-maxBins-16,0,1,0.5105590062111801,1,42,train
DDF,DT-maxBins-16,0,1,0.5093632958801497,1,41,train
DDF,DT-maxBins-16,0,1,0.5130759651307597,1,40,train
DDF,DT-maxBins-16,0,1,0.55125,1,27,train
DDF,DT-maxBins-16,0,1,0.47583643122676583,1,39,train
DDF,DT-maxBins-16,0,1,0.5018679950186801,1,37,train
DDF,DT-maxBins-16,0,1,0.5599505562422744,1,36,train
DDF,DT-maxBins-16,0,1,0.5006242197253433,1,35,train
DDF,DT-maxBins-16,0,1,0.6270136307311028,1,34,train
DDF,DT-maxBins-16,0,1,0.5455680399500625,1,33,train
DDF,DT-maxBins-16,0,1,0.5992509363295881,1,32,train
DDF,DT-maxBins-16,0,1,0.7091136079900123,1,31,train
DDF,DT-maxBins-16,0,1,0.5526315789473685,1,30,train
DDF,DT-maxBins-16,0,1,0.7174721189591078,1,29,train
DDF,DT-maxBins-16,0,1,0.513715710723192,1,38,train
DDF,DT-maxBins-16,0,1,0.399008674101611,1,49,test
DDF,DT-maxBins-16,0,1,0.14126394052044608,1,3,train
DDF,DT-maxBins-16,0,1,0.0,1,1,train
DDF,DT-maxBins-16,0,0,0.001240694789081842,1,36,train
DDF,DT-maxBins-16,0,0,0.001242236024844745,1,35,train
