dataset,algorithm,platformId,runId,Energy,phase,acronym,hp1,val1,hp2,val2
DHG,KM-tol-0.0001-maxIter-10,9,2,1022.45,test,KM,tol,0.0001,maxIter,10
DHG,KM-tol-0.0001-maxIter-100,1,0,11827.59,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,1,1,11800.445,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,1,2,11832.83,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,2,0,8717.41,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,2,1,8753.445,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,2,2,8723.345000000001,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,3,0,8307.4,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,3,1,8100.35,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,3,2,8284.869999999999,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,4,0,9421.760000000002,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,4,1,9305.36,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,4,2,9440.805,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,5,0,8014.9,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,5,1,7964.55,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,5,2,8005.95,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,6,0,7551.5999999999985,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,6,1,7502.505000000001,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,6,2,7663.915000000001,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,7,0,8717.055,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,7,1,8524.869999999999,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,7,2,8561.575,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,8,0,7280.934999999998,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,8,1,7444.1,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,8,2,7267.5,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,9,0,7176.320000000002,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,9,1,7009.205,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,9,2,7144.065000000001,train,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,1,0,616.895,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,1,1,604.1650000000002,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,1,2,605.565,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,2,0,542.365,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,2,1,592.405,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,2,2,639.665,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,3,0,556.58,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,3,1,584.025,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,3,2,612.265,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,4,0,452.145,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,4,1,507.49,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,4,2,509.63999999999993,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,5,0,595.495,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,5,1,581.3299999999998,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,5,2,566.64,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,6,0,602.1399999999999,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,6,1,620.3,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,6,2,636.615,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,7,0,445.49,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,7,1,450.81000000000006,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,7,2,299.43,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,8,0,620.8599999999999,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,8,1,636.165,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,8,2,585.8,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,9,0,987.65,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,9,1,1009.53,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-100,9,2,1050.075,test,KM,tol,0.0001,maxIter,100
DHG,KM-tol-0.0001-maxIter-20,1,0,11009.545,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,1,1,11047.505,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,1,2,11064.075,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,2,0,8279.425,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,2,1,8245.875,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,2,2,8177.774999999999,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,3,0,7710.980000000001,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,3,1,7707.990000000002,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,3,2,7712.25,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,4,0,8857.975,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,4,1,8748.045,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,4,2,8864.4,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,5,0,7569.550000000001,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,5,1,7515.55,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,5,2,7478.35,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,6,0,7116.98,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,6,1,7006.330000000001,train,KM,tol,0.0001,maxIter,20
DHG,KM-tol-0.0001-maxIter-20,6,2,7065.330000000001,train,KM,tol,0.0001,maxIter,20
