dataset,algorithm,platformId,runId,MemTotal,MemFree,node,time,phase
DDF,KM-tol-0.0001-maxIter-10,9,0,65451444,3374504,3,04/23/21 00 2021 08:00:18. 023,train
DDF,KM-tol-0.0001-maxIter-10,9,0,65451444,3363828,3,04/23/21 00 2021 08:00:19. 042,train
DDF,KM-tol-0.0001-maxIter-10,9,0,65451444,3358880,3,04/23/21 00 2021 08:00:20. 061,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,6118384,0,04/23/21 01 2021 08:01:03. 448,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,5501408,0,04/23/21 01 2021 08:01:04. 486,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,5455788,0,04/23/21 01 2021 08:01:05. 502,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,5341088,0,04/23/21 01 2021 08:01:06. 521,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,5333512,0,04/23/21 01 2021 08:01:07. 537,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,5274460,0,04/23/21 01 2021 08:01:08. 571,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,5105260,0,04/23/21 01 2021 08:01:09. 602,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4949528,0,04/23/21 01 2021 08:01:10. 624,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4792556,0,04/23/21 01 2021 08:01:11. 637,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4634236,0,04/23/21 01 2021 08:01:12. 649,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4252896,0,04/23/21 01 2021 08:01:13. 668,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4251888,0,04/23/21 01 2021 08:01:14. 687,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4245004,0,04/23/21 01 2021 08:01:15. 703,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4203436,0,04/23/21 01 2021 08:01:16. 727,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,6118384,1,04/23/21 01 2021 08:01:03. 448,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,5501408,1,04/23/21 01 2021 08:01:04. 486,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,5455788,1,04/23/21 01 2021 08:01:05. 502,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,5341088,1,04/23/21 01 2021 08:01:06. 521,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,5333512,1,04/23/21 01 2021 08:01:07. 537,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,5274460,1,04/23/21 01 2021 08:01:08. 571,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,5105260,1,04/23/21 01 2021 08:01:09. 602,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4949528,1,04/23/21 01 2021 08:01:10. 624,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4792556,1,04/23/21 01 2021 08:01:11. 637,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4634236,1,04/23/21 01 2021 08:01:12. 649,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4252896,1,04/23/21 01 2021 08:01:13. 668,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4251888,1,04/23/21 01 2021 08:01:14. 687,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4245004,1,04/23/21 01 2021 08:01:15. 703,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4203436,1,04/23/21 01 2021 08:01:16. 727,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202324,1,04/23/21 01 2021 08:01:03. 469,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14203092,1,04/23/21 01 2021 08:01:04. 495,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202508,1,04/23/21 01 2021 08:01:05. 520,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202624,1,04/23/21 01 2021 08:01:06. 545,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202192,1,04/23/21 01 2021 08:01:07. 571,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202324,1,04/23/21 01 2021 08:01:08. 596,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14201644,1,04/23/21 01 2021 08:01:09. 621,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14201776,1,04/23/21 01 2021 08:01:10. 646,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202312,1,04/23/21 01 2021 08:01:11. 671,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202100,1,04/23/21 01 2021 08:01:12. 696,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202220,1,04/23/21 01 2021 08:01:13. 722,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14201840,1,04/23/21 01 2021 08:01:14. 747,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202148,1,04/23/21 01 2021 08:01:15. 772,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202272,1,04/23/21 01 2021 08:01:16. 797,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,6118384,2,04/23/21 01 2021 08:01:03. 448,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,5501408,2,04/23/21 01 2021 08:01:04. 486,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,5455788,2,04/23/21 01 2021 08:01:05. 502,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,5341088,2,04/23/21 01 2021 08:01:06. 521,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,5333512,2,04/23/21 01 2021 08:01:07. 537,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,5274460,2,04/23/21 01 2021 08:01:08. 571,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,5105260,2,04/23/21 01 2021 08:01:09. 602,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4949528,2,04/23/21 01 2021 08:01:10. 624,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4792556,2,04/23/21 01 2021 08:01:11. 637,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4634236,2,04/23/21 01 2021 08:01:12. 649,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4252896,2,04/23/21 01 2021 08:01:13. 668,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4251888,2,04/23/21 01 2021 08:01:14. 687,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4245004,2,04/23/21 01 2021 08:01:15. 703,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4203436,2,04/23/21 01 2021 08:01:16. 727,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202324,2,04/23/21 01 2021 08:01:03. 469,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14203092,2,04/23/21 01 2021 08:01:04. 495,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202508,2,04/23/21 01 2021 08:01:05. 520,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202624,2,04/23/21 01 2021 08:01:06. 545,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202192,2,04/23/21 01 2021 08:01:07. 571,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202324,2,04/23/21 01 2021 08:01:08. 596,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14201644,2,04/23/21 01 2021 08:01:09. 621,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14201776,2,04/23/21 01 2021 08:01:10. 646,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202312,2,04/23/21 01 2021 08:01:11. 671,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202100,2,04/23/21 01 2021 08:01:12. 696,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202220,2,04/23/21 01 2021 08:01:13. 722,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14201840,2,04/23/21 01 2021 08:01:14. 747,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202148,2,04/23/21 01 2021 08:01:15. 772,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202272,2,04/23/21 01 2021 08:01:16. 797,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14284340,2,04/23/21 01 2021 08:01:03. 194,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14283712,2,04/23/21 01 2021 08:01:04. 221,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14283788,2,04/23/21 01 2021 08:01:05. 248,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14283408,2,04/23/21 01 2021 08:01:06. 274,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14283824,2,04/23/21 01 2021 08:01:07. 301,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14284064,2,04/23/21 01 2021 08:01:08. 327,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14284180,2,04/23/21 01 2021 08:01:09. 354,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14284556,2,04/23/21 01 2021 08:01:10. 381,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14284652,2,04/23/21 01 2021 08:01:11. 407,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14284532,2,04/23/21 01 2021 08:01:12. 433,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14284212,2,04/23/21 01 2021 08:01:13. 460,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14285244,2,04/23/21 01 2021 08:01:14. 487,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14283604,2,04/23/21 01 2021 08:01:15. 513,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14284200,2,04/23/21 01 2021 08:01:16. 540,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,6118384,3,04/23/21 01 2021 08:01:03. 448,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,5501408,3,04/23/21 01 2021 08:01:04. 486,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,5455788,3,04/23/21 01 2021 08:01:05. 502,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,5341088,3,04/23/21 01 2021 08:01:06. 521,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,5333512,3,04/23/21 01 2021 08:01:07. 537,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,5274460,3,04/23/21 01 2021 08:01:08. 571,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,5105260,3,04/23/21 01 2021 08:01:09. 602,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4949528,3,04/23/21 01 2021 08:01:10. 624,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4792556,3,04/23/21 01 2021 08:01:11. 637,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4634236,3,04/23/21 01 2021 08:01:12. 649,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4252896,3,04/23/21 01 2021 08:01:13. 668,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4251888,3,04/23/21 01 2021 08:01:14. 687,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4245004,3,04/23/21 01 2021 08:01:15. 703,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451544,4203436,3,04/23/21 01 2021 08:01:16. 727,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202324,3,04/23/21 01 2021 08:01:03. 469,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14203092,3,04/23/21 01 2021 08:01:04. 495,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202508,3,04/23/21 01 2021 08:01:05. 520,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202624,3,04/23/21 01 2021 08:01:06. 545,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202192,3,04/23/21 01 2021 08:01:07. 571,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202324,3,04/23/21 01 2021 08:01:08. 596,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14201644,3,04/23/21 01 2021 08:01:09. 621,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14201776,3,04/23/21 01 2021 08:01:10. 646,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202312,3,04/23/21 01 2021 08:01:11. 671,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202100,3,04/23/21 01 2021 08:01:12. 696,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202220,3,04/23/21 01 2021 08:01:13. 722,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14201840,3,04/23/21 01 2021 08:01:14. 747,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202148,3,04/23/21 01 2021 08:01:15. 772,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451520,14202272,3,04/23/21 01 2021 08:01:16. 797,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14284340,3,04/23/21 01 2021 08:01:03. 194,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14283712,3,04/23/21 01 2021 08:01:04. 221,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14283788,3,04/23/21 01 2021 08:01:05. 248,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14283408,3,04/23/21 01 2021 08:01:06. 274,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14283824,3,04/23/21 01 2021 08:01:07. 301,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14284064,3,04/23/21 01 2021 08:01:08. 327,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14284180,3,04/23/21 01 2021 08:01:09. 354,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14284556,3,04/23/21 01 2021 08:01:10. 381,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14284652,3,04/23/21 01 2021 08:01:11. 407,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14284532,3,04/23/21 01 2021 08:01:12. 433,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14284212,3,04/23/21 01 2021 08:01:13. 460,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14285244,3,04/23/21 01 2021 08:01:14. 487,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14283604,3,04/23/21 01 2021 08:01:15. 513,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451488,14284200,3,04/23/21 01 2021 08:01:16. 540,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451444,4574856,3,04/23/21 01 2021 08:01:03. 457,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451444,3872604,3,04/23/21 01 2021 08:01:04. 484,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451444,3855720,3,04/23/21 01 2021 08:01:05. 501,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451444,3799012,3,04/23/21 01 2021 08:01:06. 520,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451444,3781624,3,04/23/21 01 2021 08:01:07. 538,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451444,3740524,3,04/23/21 01 2021 08:01:08. 555,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451444,3737880,3,04/23/21 01 2021 08:01:09. 599,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451444,3730344,3,04/23/21 01 2021 08:01:10. 644,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451444,3725428,3,04/23/21 01 2021 08:01:11. 673,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451444,3723768,3,04/23/21 01 2021 08:01:12. 712,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451444,3358932,3,04/23/21 01 2021 08:01:13. 740,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451444,3357888,3,04/23/21 01 2021 08:01:14. 759,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451444,3350028,3,04/23/21 01 2021 08:01:15. 777,train
DDF,KM-tol-0.0001-maxIter-10,9,1,65451444,3340304,3,04/23/21 01 2021 08:01:16. 822,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,6384544,0,04/23/21 01 2021 08:01:59. 623,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5812252,0,04/23/21 02 2021 08:02:00. 640,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5746172,0,04/23/21 02 2021 08:02:01. 658,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5728944,0,04/23/21 02 2021 08:02:02. 677,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5713684,0,04/23/21 02 2021 08:02:03. 693,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5704852,0,04/23/21 02 2021 08:02:04. 707,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5694044,0,04/23/21 02 2021 08:02:05. 723,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5575164,0,04/23/21 02 2021 08:02:06. 762,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5459912,0,04/23/21 02 2021 08:02:07. 774,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5432544,0,04/23/21 02 2021 08:02:08. 789,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5247828,0,04/23/21 02 2021 08:02:09. 808,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5242228,0,04/23/21 02 2021 08:02:10. 826,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5233768,0,04/23/21 02 2021 08:02:11. 899,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,6384544,1,04/23/21 01 2021 08:01:59. 623,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5812252,1,04/23/21 02 2021 08:02:00. 640,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5746172,1,04/23/21 02 2021 08:02:01. 658,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5728944,1,04/23/21 02 2021 08:02:02. 677,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5713684,1,04/23/21 02 2021 08:02:03. 693,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5704852,1,04/23/21 02 2021 08:02:04. 707,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5694044,1,04/23/21 02 2021 08:02:05. 723,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5575164,1,04/23/21 02 2021 08:02:06. 762,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5459912,1,04/23/21 02 2021 08:02:07. 774,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5432544,1,04/23/21 02 2021 08:02:08. 789,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5247828,1,04/23/21 02 2021 08:02:09. 808,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5242228,1,04/23/21 02 2021 08:02:10. 826,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5233768,1,04/23/21 02 2021 08:02:11. 899,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14202516,1,04/23/21 01 2021 08:01:59. 856,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14202868,1,04/23/21 02 2021 08:02:00. 881,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14202748,1,04/23/21 02 2021 08:02:01. 907,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14202140,1,04/23/21 02 2021 08:02:02. 932,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14201944,1,04/23/21 02 2021 08:02:03. 957,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14202020,1,04/23/21 02 2021 08:02:04. 982,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14201460,1,04/23/21 02 2021 08:02:06. 008,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14202736,1,04/23/21 02 2021 08:02:07. 033,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14202104,1,04/23/21 02 2021 08:02:08. 058,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14202444,1,04/23/21 02 2021 08:02:09. 083,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14201876,1,04/23/21 02 2021 08:02:10. 109,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14201888,1,04/23/21 02 2021 08:02:11. 134,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,6384544,2,04/23/21 01 2021 08:01:59. 623,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5812252,2,04/23/21 02 2021 08:02:00. 640,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5746172,2,04/23/21 02 2021 08:02:01. 658,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5728944,2,04/23/21 02 2021 08:02:02. 677,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5713684,2,04/23/21 02 2021 08:02:03. 693,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5704852,2,04/23/21 02 2021 08:02:04. 707,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5694044,2,04/23/21 02 2021 08:02:05. 723,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5575164,2,04/23/21 02 2021 08:02:06. 762,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5459912,2,04/23/21 02 2021 08:02:07. 774,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5432544,2,04/23/21 02 2021 08:02:08. 789,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5247828,2,04/23/21 02 2021 08:02:09. 808,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5242228,2,04/23/21 02 2021 08:02:10. 826,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5233768,2,04/23/21 02 2021 08:02:11. 899,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14202516,2,04/23/21 01 2021 08:01:59. 856,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14202868,2,04/23/21 02 2021 08:02:00. 881,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14202748,2,04/23/21 02 2021 08:02:01. 907,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14202140,2,04/23/21 02 2021 08:02:02. 932,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14201944,2,04/23/21 02 2021 08:02:03. 957,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14202020,2,04/23/21 02 2021 08:02:04. 982,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14201460,2,04/23/21 02 2021 08:02:06. 008,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14202736,2,04/23/21 02 2021 08:02:07. 033,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14202104,2,04/23/21 02 2021 08:02:08. 058,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14202444,2,04/23/21 02 2021 08:02:09. 083,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14201876,2,04/23/21 02 2021 08:02:10. 109,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14201888,2,04/23/21 02 2021 08:02:11. 134,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451488,14284280,2,04/23/21 01 2021 08:01:59. 655,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451488,14284892,2,04/23/21 02 2021 08:02:00. 682,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451488,14284996,2,04/23/21 02 2021 08:02:01. 708,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451488,14283536,2,04/23/21 02 2021 08:02:02. 735,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451488,14284456,2,04/23/21 02 2021 08:02:03. 762,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451488,14283280,2,04/23/21 02 2021 08:02:04. 788,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451488,14284144,2,04/23/21 02 2021 08:02:05. 815,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451488,14283436,2,04/23/21 02 2021 08:02:06. 841,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451488,14284088,2,04/23/21 02 2021 08:02:07. 868,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451488,14284268,2,04/23/21 02 2021 08:02:08. 895,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451488,14283812,2,04/23/21 02 2021 08:02:09. 921,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451488,14284172,2,04/23/21 02 2021 08:02:10. 948,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451488,14283184,2,04/23/21 02 2021 08:02:11. 974,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,6384544,3,04/23/21 01 2021 08:01:59. 623,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5812252,3,04/23/21 02 2021 08:02:00. 640,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5746172,3,04/23/21 02 2021 08:02:01. 658,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5728944,3,04/23/21 02 2021 08:02:02. 677,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5713684,3,04/23/21 02 2021 08:02:03. 693,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5704852,3,04/23/21 02 2021 08:02:04. 707,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5694044,3,04/23/21 02 2021 08:02:05. 723,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5575164,3,04/23/21 02 2021 08:02:06. 762,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5459912,3,04/23/21 02 2021 08:02:07. 774,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5432544,3,04/23/21 02 2021 08:02:08. 789,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5247828,3,04/23/21 02 2021 08:02:09. 808,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5242228,3,04/23/21 02 2021 08:02:10. 826,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451544,5233768,3,04/23/21 02 2021 08:02:11. 899,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14202516,3,04/23/21 01 2021 08:01:59. 856,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14202868,3,04/23/21 02 2021 08:02:00. 881,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14202748,3,04/23/21 02 2021 08:02:01. 907,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14202140,3,04/23/21 02 2021 08:02:02. 932,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14201944,3,04/23/21 02 2021 08:02:03. 957,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14202020,3,04/23/21 02 2021 08:02:04. 982,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14201460,3,04/23/21 02 2021 08:02:06. 008,train
DDF,KM-tol-0.0001-maxIter-10,9,2,65451520,14202736,3,04/23/21 02 2021 08:02:07. 033,train
