fitTime,trainCount,Iexecutors,r2,Icores,Shuffle,max_iter,platformId,runId,transformTime,testCount,trainTime,infTroughput
115709.0,474.0,3.0,0.5112587697397803,1,True,10,5,0,13055.0,132.0,244.11181434599155,10.111068556108771
142015.0,474.0,1.0,0.6110545903929789,1,True,10,1,0,16009.0,132.0,299.6097046413502,8.245361983884065
67843.0,474.0,3.0,0.7131901840490797,3,False,10,26,0,9313.0,132.0,143.12869198312237,14.173735638354987
63132.0,470.0,4.0,0.6013400335008374,3,True,10,27,0,10372.0,136.0,134.32340425531916,13.112225221750867
122312.0,484.0,1.0,0.6036418901847951,5,True,10,41,0,11263.0,122.0,252.71074380165288,10.83192755038622
110453.0,486.0,2.0,0.2902304095559596,2,True,10,13,0,9344.0,120.0,227.26954732510288,12.842465753424658
139901.0,474.0,2.0,0.6110545903929789,1,False,10,4,0,9376.0,132.0,295.14978902953584,14.07849829351536
66741.0,470.0,4.0,0.6013400335008374,3,False,10,28,0,8801.0,136.0,142.00212765957446,15.452789455743666
191427.0,474.0,4.0,0.1188368569542072,4,False,10,38,0,11746.0,132.0,403.8544303797468,11.237868210454623
72605.0,474.0,1.0,0.5111900226966553,3,True,5,21,0,9983.0,132.0,153.17510548523208,13.222478212962034
88916.0,477.0,3.0,0.3682320987017656,2,False,5,16,0,8846.0,129.0,186.40670859538784,14.582862310648881
77516.0,484.0,1.0,0.6036116146465776,5,False,5,42,0,11675.0,122.0,160.15702479338842,10.44967880085653
88286.0,471.0,4.0,0.4632077323607219,5,True,5,47,0,10986.0,135.0,187.44373673036094,12.28836701256144
79962.0,475.0,2.0,0.6968822461489294,5,True,5,43,0,11319.0,131.0,168.34105263157895,11.573460553052389
78743.0,486.0,1.0,0.2936211746126208,4,True,5,31,0,12157.0,120.0,162.02263374485597,9.870856296783746
77402.0,474.0,3.0,0.5111900226966553,1,False,5,6,0,12898.0,132.0,163.29535864978902,10.234144828655605
89737.0,486.0,4.0,0.2936211746126208,1,False,5,8,0,13006.0,120.0,184.6440329218107,9.226510841150239
58840.0,475.0,2.0,0.5732899022801303,4,True,5,33,0,11971.0,131.0,123.87368421052632,10.943112521927993
85427.0,477.0,2.0,0.3682320987017656,3,False,5,24,0,11292.0,129.0,179.0922431865828,11.424017003188098
72208.0,474.0,1.0,0.5111900226966553,3,False,5,22,0,10153.0,132.0,152.33755274261603,13.001083423618635
51871.0,470.0,3.0,0.6013400335008374,4,True,5,35,0,9538.0,136.0,110.36382978723404,14.258754455860768
63937.0,472.0,3.0,0.7318212141427619,5,False,5,46,0,12504.0,134.0,135.45974576271186,10.71657069737684
85138.0,486.0,4.0,0.2936211746126208,1,True,5,7,0,12390.0,120.0,175.18106995884773,9.685230024213075
72182.0,474.0,1.0,0.6111507703573429,2,False,5,12,0,10023.0,132.0,152.28270042194092,13.169709667764144
84486.0,474.0,2.0,0.6111507703573429,1,True,5,3,0,13384.0,132.0,178.2405063291139,9.862522414823669
119151.0,471.0,4.0,0.4632077323607218,5,False,5,48,0,14051.0,135.0,252.97452229299364,9.60785709202192
60459.0,472.0,3.0,0.7318212141427618,5,True,5,45,0,14581.0,134.0,128.09110169491527,9.190041835265072
56998.0,474.0,3.0,0.7131901840490797,3,True,5,25,0,11506.0,132.0,120.24894514767932,11.47227533460803
85753.0,474.0,1.0,0.6111507703573429,1,False,5,2,0,15963.0,132.0,180.91350210970464,8.269122345423792
80937.0,474.0,1.0,0.6111507703573429,2,True,5,11,0,12400.0,132.0,170.75316455696202,10.64516129032258
74960.0,486.0,1.0,0.2936211746126208,4,False,5,32,0,10733.0,120.0,154.23868312757202,11.180471443212522
82208.0,486.0,2.0,0.2936211746126208,2,False,5,14,0,9332.0,120.0,169.15226337448559,12.858979854264893
58420.0,475.0,2.0,0.5732899022801303,4,False,5,34,0,11821.0,131.0,122.98947368421052,11.081972760341765
82821.0,477.0,3.0,0.3682320987017652,2,True,5,15,0,11139.0,129.0,173.62893081761007,11.580931861028818
74851.0,477.0,2.0,0.3682320987017656,3,True,5,23,0,9574.0,129.0,156.92033542976938,13.473992061834135
57996.0,470.0,3.0,0.6013400335008374,4,False,5,36,0,11629.0,136.0,123.39574468085107,11.694900679336143
89165.0,474.0,4.0,0.1187429802488854,4,True,5,37,0,11883.0,132.0,188.11181434599155,11.108305983337543
59005.0,475.0,4.0,0.5732899022801303,2,True,5,17,0,10905.0,131.0,124.22105263157894,12.012838147638698
95044.0,475.0,2.0,0.6968822461489294,5,False,5,44,0,13981.0,131.0,200.09263157894736,9.369859094485372
60351.0,475.0,4.0,0.5732899022801303,2,False,5,18,0,8950.0,131.0,127.05473684210526,14.636871508379889
80054.0,474.0,3.0,0.5111900226966553,1,True,5,5,0,9258.0,132.0,168.89029535864978,14.257939079714843
87122.0,474.0,1.0,0.6111507703573429,1,True,5,1,0,16655.0,132.0,183.8016877637131,7.925547883518463
58620.0,474.0,3.0,0.7131901840490797,3,False,5,26,0,8995.0,132.0,123.67088607594937,14.674819344080046
52633.0,470.0,4.0,0.6013400335008374,3,True,5,27,0,11058.0,136.0,111.98510638297873,12.298788207632484
75980.0,484.0,1.0,0.6036116146465776,5,True,5,41,0,11794.0,122.0,156.98347107438016,10.344242835340003
73891.0,486.0,2.0,0.2936211746126207,2,True,5,13,0,9207.0,120.0,152.03909465020575,13.033561420658193
81857.0,474.0,2.0,0.6111507703573429,1,False,5,4,0,9600.0,132.0,172.69409282700423,13.75
62613.0,470.0,4.0,0.6013400335008374,3,False,5,28,0,10892.0,136.0,133.2191489361702,12.486228424531767
126105.0,474.0,4.0,0.11874298024888585,4,False,5,38,0,9888.0,132.0,266.04430379746833,13.349514563106796
