dataset,algorithm,platformId,runId,memoryUsage,MemTotal,MemFree,node,timeIndex,phase
DDF,BLR,0,2,0.6842731294521085,65451572,20664820,0,38,train
DDF,BLR,0,2,0.6842677514300192,65451572,20665172,0,39,train
DDF,BLR,0,2,0.6842846799768232,65451572,20664064,0,40,train
DDF,BLR,0,2,0.6842357888669198,65451572,20667264,0,60,test
DDF,BLR,0,2,0.6842319386920149,65451572,20667516,0,59,test
DDF,BLR,0,2,0.6842235049755566,65451572,20668068,0,58,test
DDF,BLR,0,2,0.6842278440615605,65451572,20667784,0,57,test
DDF,BLR,0,2,0.6842730683382211,65451572,20664824,0,56,test
DDF,BLR,0,2,0.6842373167141043,65451572,20667164,0,55,test
DDF,BLR,0,2,0.6842241772283177,65451572,20668024,0,54,test
DDF,BLR,0,2,0.6842051708093428,65451572,20669268,0,53,test
DDF,BLR,0,2,0.6841940480818398,65451572,20669996,0,52,test
DDF,BLR,0,2,0.6580418267112057,65451572,22381700,0,17,train
DDF,BLR,0,2,0.6842101210342205,65451572,20668944,0,51,test
DDF,BLR,0,2,0.6842090820981351,65451572,20669012,0,49,train
DDF,BLR,0,2,0.6841947814484883,65451572,20669948,0,48,train
DDF,BLR,0,2,0.6843185370704312,65451572,20661848,0,47,train
DDF,BLR,0,2,0.6843445104725674,65451572,20660148,0,46,train
DDF,BLR,0,2,0.6843262985341284,65451572,20661340,0,45,train
DDF,BLR,0,2,0.6843041141930097,65451572,20662792,0,44,train
DDF,BLR,0,2,0.684291096934998,65451572,20663644,0,43,train
DDF,BLR,0,2,0.6843250762563808,65451572,20661420,0,42,train
DDF,BLR,0,2,0.6843076587984778,65451572,20662560,0,41,train
DDF,BLR,0,2,0.6842264384421508,65451572,20667876,0,50,test
DDF,BLR,0,0,0.6376960357804698,65451572,23713364,0,1,train
DDF,BLR,0,2,0.6531570548068731,65451572,22701416,0,16,train
DDF,BLR,0,2,0.6531517378986711,65451572,22701764,0,14,train
DDF,BLR,0,1,0.6851536583414681,65451572,20607188,0,50,test
DDF,BLR,0,1,0.685181526274113,65451572,20605364,0,49,train
DDF,BLR,0,1,0.6851524971776078,65451572,20607264,0,48,train
DDF,BLR,0,1,0.6851393576918213,65451572,20608124,0,47,train
DDF,BLR,0,1,0.6851430856389515,65451572,20607880,0,46,train
DDF,BLR,0,1,0.6851375853890874,65451572,20608240,0,45,train
DDF,BLR,0,1,0.684209387667572,65451572,20668992,0,44,train
DDF,BLR,0,1,0.6841740027267794,65451572,20671308,0,43,train
DDF,BLR,0,1,0.6841491293746161,65451572,20672936,0,42,train
DDF,BLR,0,1,0.6841396567220723,65451572,20673556,0,41,train
DDF,BLR,0,1,0.6841411845692568,65451572,20673456,0,40,train
DDF,BLR,0,1,0.6835639027890729,65451572,20711240,0,39,train
DDF,BLR,0,1,0.6835335903009327,65451572,20713224,0,38,train
DDF,BLR,0,1,0.683526378862222,65451572,20713696,0,37,train
DDF,BLR,0,1,0.6834871437465245,65451572,20716264,0,36,train
DDF,BLR,0,1,0.6835158672735927,65451572,20714384,0,35,train
DDF,BLR,0,1,0.6799221262401459,65451572,20949600,0,34,train
DDF,BLR,0,1,0.6798762908246115,65451572,20952600,0,33,train
DDF,BLR,0,1,0.6798445116031744,65451572,20954680,0,32,train
DDF,BLR,0,1,0.6851450412833476,65451572,20607752,0,51,test
DDF,BLR,0,1,0.6851579974274721,65451572,20606904,0,52,test
DDF,BLR,0,1,0.6851717480521323,65451572,20606004,0,53,test
DDF,BLR,0,1,0.6851892877378102,65451572,20604856,0,54,test
DDF,BLR,0,2,0.6531511267597973,65451572,22701804,0,13,train
DDF,BLR,0,2,0.6531466654460186,65451572,22702096,0,12,train
DDF,BLR,0,2,0.6532074126500735,65451572,22698120,0,11,train
DDF,BLR,0,2,0.6531670774844033,65451572,22700760,0,10,train
DDF,BLR,0,2,0.6517485019305571,65451572,22793608,0,9,train
DDF,BLR,0,2,0.6517320011809647,65451572,22794688,0,8,train
DDF,BLR,0,2,0.6517236896922812,65451572,22795232,0,7,train
DDF,BLR,0,2,0.6479683024267163,65451572,23041028,0,6,train
DDF,BLR,0,2,0.6473065001402869,65451572,23084344,0,5,train
DDF,BLR,0,2,0.6531523490375449,65451572,22701724,0,15,train
DDF,BLR,0,2,0.6436584899748473,65451572,23323112,0,4,train
DDF,BLR,0,2,0.6407550302993487,65451572,23513148,0,2,train
DDF,BLR,0,2,0.6381957029236822,65451572,23680660,0,1,train
DDF,BLR,0,2,0.6381957029236822,65451572,23680660,0,0,train
DDF,BLR,0,1,0.6851812818185635,65451572,20605380,0,60,test
DDF,BLR,0,1,0.6851928323432782,65451572,20604624,0,59,test
DDF,BLR,0,1,0.6851787150352936,65451572,20605548,0,58,test
DDF,BLR,0,1,0.6851700979771731,65451572,20606112,0,57,test
DDF,BLR,0,1,0.6851609308940663,65451572,20606712,0,56,test
DDF,BLR,0,1,0.6851993715292277,65451572,20604196,0,55,test
DDF,BLR,0,2,0.6436606289609056,65451572,23322972,0,3,train
DDF,BLR,0,2,0.6842320609197897,65451572,20667508,0,61,test
DDF,BLR,0,0,0.6377042861552661,65451572,23712824,0,0,train
DDF,BLR,0,0,0.6338413040340194,65451544,23965652,3,1,train
DDF,BLR,0,1,0.7162614834571359,65451544,18571124,3,56,test
DDF,BLR,0,1,0.7162638668997633,65451544,18570968,3,57,test
DDF,BLR,0,1,0.7162807954538093,65451544,18569860,3,58,test
DDF,BLR,0,1,0.7162975406661147,65451544,18568764,3,59,test
DDF,BLR,0,1,0.7163038353992077,65451544,18568352,3,60,test
DDF,BLR,0,2,0.6302704791807509,65451544,24199368,3,0,train
DDF,BLR,0,2,0.633846743172323,65451544,23965296,3,1,train
DDF,BLR,0,2,0.6383331766780017,65451544,23671652,3,2,train
DDF,BLR,0,2,0.6458045359479985,65451544,23182640,3,3,train
DDF,BLR,0,2,0.6480919075033585,65451544,23032928,3,4,train
DDF,BLR,0,2,0.6490705857145249,65451544,22968872,3,5,train
DDF,BLR,0,2,0.6493735273838612,65451544,22949044,3,6,train
DDF,BLR,0,2,0.6533757553526927,65451544,22687092,3,7,train
DDF,BLR,0,2,0.6600946190054737,65451544,22247332,3,8,train
DDF,BLR,0,2,0.6646707677362049,65451544,21947816,3,9,train
DDF,BLR,0,2,0.6685725855451171,65451544,21692436,3,10,train
DDF,BLR,0,2,0.6685130605933453,65451544,21696332,3,11,train
DDF,BLR,0,2,0.6705285974613525,65451544,21564412,3,12,train
DDF,BLR,0,2,0.673301946857052,65451544,21382892,3,13,train
DDF,BLR,0,1,0.7133890072937011,65451544,18759132,3,55,test
DDF,BLR,0,2,0.6752538641410812,65451544,21255136,3,14,train
DDF,BLR,0,1,0.7133619338300102,65451544,18760904,3,54,test
DDF,BLR,0,1,0.7133171373313975,65451544,18763836,3,52,test
DDF,BLR,0,1,0.7010534694185365,65451544,19566512,3,33,train
DDF,BLR,0,1,0.7011194113312285,65451544,19562196,3,34,train
DDF,BLR,0,1,0.7050963992537747,65451544,19301896,3,35,train
DDF,BLR,0,1,0.7078196963542984,65451544,19123652,3,36,train
DDF,BLR,0,1,0.7076748563792475,65451544,19133132,3,37,train
DDF,BLR,0,1,0.7077782000070159,65451544,19126368,3,38,train
DDF,BLR,0,1,0.7078105903811833,65451544,19124248,3,39,train
DDF,BLR,0,1,0.7078558757911043,65451544,19121284,3,40,train
DDF,BLR,0,1,0.7097127609396044,65451544,18999748,3,41,train
DDF,BLR,0,1,0.7097414844789605,65451544,18997868,3,42,train
DDF,BLR,0,1,0.7097648299939265,65451544,18996340,3,43,train
DDF,BLR,0,1,0.7097799251305669,65451544,18995352,3,44,train
DDF,BLR,0,1,0.7125598748289269,65451544,18813400,3,45,train
DDF,BLR,0,1,0.7125752755351348,65451544,18812392,3,46,train
DDF,BLR,0,1,0.712595259784857,65451544,18811084,3,47,train
DDF,BLR,0,1,0.7126028379101339,65451544,18810588,3,48,train
DDF,BLR,0,1,0.7126215998815857,65451544,18809360,3,49,train
DDF,BLR,0,1,0.712675563467227,65451544,18805828,3,50,test
DDF,BLR,0,1,0.7133089480669853,65451544,18764372,3,51,test
DDF,BLR,0,1,0.7133407273020175,65451544,18762292,3,53,test
DDF,BLR,0,2,0.6759518461474339,65451544,21209452,3,15,train
DDF,BLR,0,2,0.6779319369455975,65451544,21079852,3,16,train
DDF,BLR,0,2,0.6781165009644387,65451544,21067772,3,17,train
DDF,BLR,0,2,0.7054102803136317,65451544,19281352,3,42,train
DDF,BLR,0,2,0.7085553245313816,65451544,19075504,3,43,train
DDF,BLR,0,2,0.7085708474654165,65451544,19074488,3,44,train
DDF,BLR,0,2,0.7085873482220679,65451544,19073408,3,45,train
DDF,BLR,0,2,0.7086103270535528,65451544,19071904,3,46,train
DDF,BLR,0,2,0.7083260251278412,65451544,19090512,3,47,train
DDF,BLR,0,2,0.7088096195255531,65451544,19058860,3,48,train
DDF,BLR,0,2,0.7088676777434005,65451544,19055060,3,49,train
DDF,BLR,0,2,0.7088917566253288,65451544,19053484,3,50,test
DDF,BLR,0,2,0.7089426034013804,65451544,19050156,3,51,test
DDF,BLR,0,2,0.7113005615268603,65451544,18895824,3,52,test
DDF,BLR,0,2,0.7113055728677692,65451544,18895496,3,53,test
DDF,BLR,0,2,0.7113215235991989,65451544,18894452,3,54,test
DDF,BLR,0,2,0.7112764215310184,65451544,18897404,3,55,test
DDF,BLR,0,2,0.711292127806794,65451544,18896376,3,56,test
DDF,BLR,0,2,0.7118502200650912,65451544,18859848,3,57,test
DDF,BLR,0,2,0.7118474088250691,65451544,18860032,3,58,test
DDF,BLR,0,2,0.7118467365720204,65451544,18860076,3,59,test
DDF,BLR,0,2,0.7118818159583828,65451544,18857780,3,60,test
DDF,BLR,0,2,0.7053861403177899,65451544,19282932,3,41,train
DDF,BLR,0,2,0.7054443818773779,65451544,19279120,3,40,train
DDF,BLR,0,2,0.7054386982834202,65451544,19279492,3,39,train
DDF,BLR,0,2,0.704032833816724,65451544,19371508,3,38,train
DDF,BLR,0,2,0.6885616021525787,65451544,20384124,3,18,train
DDF,BLR,0,2,0.6886505228967555,65451544,20378304,3,19,train
DDF,BLR,0,2,0.6891751247304418,65451544,20343968,3,20,train
DDF,BLR,0,2,0.6891793415904749,65451544,20343692,3,21,train
DDF,BLR,0,2,0.6907271125643728,65451544,20242388,3,22,train
DDF,BLR,0,2,0.6922752502217518,65451544,20141060,3,23,train
DDF,BLR,0,2,0.6925184224836621,65451544,20125144,3,24,train
DDF,BLR,0,2,0.6961616673244561,65451544,19886688,3,25,train
DDF,BLR,0,2,0.6961000644996244,65451544,19890720,3,26,train
DDF,BLR,0,1,0.7009394308559016,65451544,19573976,3,32,train
DDF,BLR,0,2,0.6958084900182034,65451544,19909804,3,27,train
DDF,BLR,0,2,0.6958339745201427,65451544,19908136,3,29,train
DDF,BLR,0,2,0.6958388025193111,65451544,19907820,3,30,train
DDF,BLR,0,2,0.6999336791810442,65451544,19639804,3,31,train
DDF,BLR,0,2,0.7001915798961137,65451544,19622924,3,32,train
DDF,BLR,0,2,0.7003279250371848,65451544,19614000,3,33,train
DDF,BLR,0,2,0.7004070064412843,65451544,19608824,3,34,train
DDF,BLR,0,2,0.7037001907854152,65451544,19393280,3,35,train
DDF,BLR,0,2,0.703708807847222,65451544,19392716,3,36,train
DDF,BLR,0,2,0.7037471262710013,65451544,19390208,3,37,train
DDF,BLR,0,2,0.6958410637341115,65451544,19907672,3,28,train
DDF,BLR,0,1,0.6986006624992681,65451544,19727052,3,31,train
DDF,BLR,0,1,0.69815685325926,65451544,19756100,3,30,train
DDF,BLR,0,1,0.6980790552473445,65451544,19761192,3,29,train
DDF,BLR,0,0,0.6937268890096772,65451544,20046048,3,26,train
DDF,BLR,0,0,0.6963257581822668,65451544,19875948,3,27,train
DDF,BLR,0,0,0.6968689386456643,65451544,19840396,3,28,train
DDF,BLR,0,0,0.6965830477582011,65451544,19859108,3,29,train
DDF,BLR,0,0,0.696547907257925,65451544,19861408,3,30,train
DDF,BLR,0,0,0.6966186160558718,65451544,19856780,3,31,train
DDF,BLR,0,0,0.6987488637395628,65451544,19717352,3,32,train
DDF,BLR,0,0,0.6988310008393385,65451544,19711976,3,33,train
DDF,BLR,0,0,0.701837805384698,65451544,19515176,3,34,train
DDF,BLR,0,0,0.7018591952544313,65451544,19513776,3,35,train
DDF,BLR,0,0,0.7018963525138536,65451544,19511344,3,36,train
DDF,BLR,0,0,0.701923242635804,65451544,19509584,3,37,train
DDF,BLR,0,0,0.7064636397271239,65451544,19212408,3,38,train
DDF,BLR,0,0,0.7077962897254189,65451544,19125184,3,39,train
DDF,BLR,0,0,0.7078385805535772,65451544,19122416,3,40,train
DDF,BLR,0,0,0.7078659595868357,65451544,19120624,3,41,train
DDF,BLR,0,0,0.7108971485836911,65451544,18922228,3,42,train
DDF,BLR,0,0,0.7109074768350766,65451544,18921552,3,43,train
DDF,BLR,0,0,0.7109081490881254,65451544,18921508,3,44,train
DDF,BLR,0,0,0.6925679858675298,65451544,20121900,3,25,train
DDF,BLR,0,0,0.6920636127392197,65451544,20154912,3,24,train
DDF,BLR,0,0,0.6907659810133738,65451544,20239844,3,23,train
DDF,BLR,0,0,0.6901037506464324,65451544,20283188,3,22,train
DDF,BLR,0,0,0.638029257186049,65451544,23691544,3,2,train
DDF,BLR,0,0,0.645944670151708,65451544,23173468,3,3,train
DDF,BLR,0,0,0.6481624940734783,65451544,23028308,3,4,train
DDF,BLR,0,0,0.6492736672491638,65451544,22955580,3,5,train
DDF,BLR,0,0,0.6505871274786122,65451544,22869612,3,6,train
DDF,BLR,0,0,0.6546722259141816,65451544,22602236,3,7,train
DDF,BLR,0,0,0.6605772355805694,65451544,22215744,3,8,train
DDF,BLR,0,0,0.6661066391344412,65451544,21853836,3,9,train
DDF,BLR,0,0,0.6669023422885181,65451544,21801756,3,10,train
DDF,BLR,0,0,0.7109323501978807,65451544,18919924,3,45,train
DDF,BLR,0,0,0.6684975376593102,65451544,21697348,3,11,train
DDF,BLR,0,0,0.6730126335904314,65451544,21401828,3,13,train
DDF,BLR,0,0,0.6751307196053312,65451544,21263196,3,14,train
DDF,BLR,0,0,0.675173071547403,65451544,21260424,3,15,train
DDF,BLR,0,0,0.6771097103530515,65451544,21133668,3,16,train
DDF,BLR,0,0,0.678191365508505,65451544,21062872,3,17,train
DDF,BLR,0,0,0.6884007503321847,65451544,20394652,3,18,train
DDF,BLR,0,0,0.6895909437980562,65451544,20316752,3,19,train
DDF,BLR,0,0,0.689641118321059,65451544,20313468,3,20,train
DDF,BLR,0,0,0.6899768170480439,65451544,20291496,3,21,train
DDF,BLR,0,0,0.6711481092027409,65451544,21523864,3,12,train
DDF,BLR,0,0,0.6296630068803266,65451544,24239128,3,0,train
DDF,BLR,0,0,0.7109703630520924,65451544,18917436,3,46,train
DDF,BLR,0,0,0.7114864089378854,65451544,18883660,3,48,train
DDF,BLR,0,1,0.6690072276980967,65451544,21663988,3,10,train
DDF,BLR,0,1,0.6704863677471077,65451544,21567176,3,11,train
DDF,BLR,0,1,0.6737095766602542,65451544,21356212,3,12,train
DDF,BLR,0,1,0.6752426802949064,65451544,21255868,3,13,train
DDF,BLR,0,1,0.6762712885734216,65451544,21188544,3,14,train
DDF,BLR,0,1,0.6788168664134188,65451544,21021932,3,15,train
DDF,BLR,0,1,0.6805044660214585,65451544,20911476,3,16,train
DDF,BLR,0,1,0.6806807185480606,65451544,20899940,3,17,train
DDF,BLR,0,1,0.691056883241746,65451544,20220804,3,18,train
DDF,BLR,0,1,0.6911417093537167,65451544,20215252,3,19,train
DDF,BLR,0,1,0.6916745615657287,65451544,20180376,3,20,train
DDF,BLR,0,1,0.6917328031253166,65451544,20176564,3,21,train
DDF,BLR,0,1,0.6932233103622429,65451544,20079008,3,22,train
DDF,BLR,0,1,0.6945516212726777,65451544,19992068,3,23,train
DDF,BLR,0,1,0.6945902452660246,65451544,19989540,3,24,train
DDF,BLR,0,1,0.6971448068513098,65451544,19822340,3,25,train
DDF,BLR,0,1,0.6976068280375479,65451544,19792100,3,26,train
DDF,BLR,0,1,0.6973991629593949,65451544,19805692,3,27,train
DDF,BLR,0,1,0.6975522533127714,65451544,19795672,3,28,train
DDF,BLR,0,1,0.6675866958921549,65451544,21756964,3,9,train
DDF,BLR,0,1,0.6665676213841495,65451544,21823664,3,8,train
DDF,BLR,0,1,0.6548620457295858,65451544,22589812,3,7,train
DDF,BLR,0,1,0.6515163034198246,65451544,22808796,3,6,train
DDF,BLR,0,0,0.7114983261510225,65451544,18882880,3,49,train
DDF,BLR,0,0,0.7115225272607778,65451544,18881296,3,50,test
DDF,BLR,0,0,0.7116100423849436,65451544,18875568,3,51,test
DDF,BLR,0,0,0.7148166894275252,65451544,18665688,3,52,test
DDF,BLR,0,0,0.7148119225422703,65451544,18666000,3,53,test
DDF,BLR,0,0,0.7148175450223145,65451544,18665632,3,54,test
DDF,BLR,0,0,0.7148338624372254,65451544,18664564,3,55,test
DDF,BLR,0,0,0.7148629526600625,65451544,18662660,3,56,test
DDF,BLR,0,0,0.7155321500131456,65451544,18618860,3,57,test
DDF,BLR,0,0,0.7114743083830077,65451544,18884452,3,47,train
DDF,BLR,0,0,0.7154692026822164,65451544,18622980,3,58,test
DDF,BLR,0,0,0.7153934214294471,65451544,18627940,3,60,test
DDF,BLR,0,0,0.7172840414582122,65451544,18504196,3,61,test
DDF,BLR,0,0,0.7172923529504514,65451544,18503652,3,62,test
DDF,BLR,0,1,0.6299917997350835,65451544,24217608,3,0,train
DDF,BLR,0,1,0.6336602235082491,65451544,23977504,3,1,train
DDF,BLR,0,1,0.6384005242107046,65451544,23667244,3,2,train
DDF,BLR,0,1,0.6474808294820363,65451544,23072924,3,3,train
DDF,BLR,0,1,0.6488524701571593,65451544,22983148,3,4,train
DDF,BLR,0,1,0.6497316549171094,65451544,22925604,3,5,train
DDF,BLR,0,0,0.7154866201475706,65451544,18621840,3,59,test
DDF,BLR,0,2,0.7137251338180808,65451544,18737132,3,61,test
DDF,BLR,0,2,0.6842211215339488,65451572,20668224,0,62,test
DDF,BLR,0,2,0.7251998822212659,65451544,17986092,2,61,test
DDF,BLR,0,1,0.7062444241193149,65451544,19226756,1,56,test
DDF,BLR,0,1,0.7062457075114988,65451544,19226672,1,57,test
DDF,BLR,0,1,0.706261474901188,65451544,19225640,1,58,test
DDF,BLR,0,1,0.7062645917107777,65451544,19225436,1,59,test
DDF,BLR,0,1,0.7062690530264649,65451544,19225144,1,60,test
DDF,BLR,0,2,0.664045816856513,65451544,21988720,1,0,train
DDF,BLR,0,2,0.66405877300618,65451544,21987872,1,1,train
DDF,BLR,0,2,0.6662647408287267,65451544,21843488,1,2,train
DDF,BLR,0,2,0.6695470468962504,65451544,21628656,1,3,train
DDF,BLR,0,2,0.6694988891323939,65451544,21631808,1,4,train
DDF,BLR,0,2,0.6694905776401546,65451544,21632352,1,5,train
DDF,BLR,0,2,0.6701405852243913,65451544,21589808,1,6,train
DDF,BLR,0,2,0.6733152085762866,65451544,21382024,1,7,train
DDF,BLR,0,2,0.6790060750896877,65451544,21009548,1,8,train
DDF,BLR,0,2,0.679460640378476,65451544,20979796,1,9,train
DDF,BLR,0,2,0.6804268513512837,65451544,20916556,1,10,train
DDF,BLR,0,2,0.680469386635096,65451544,20913772,1,11,train
DDF,BLR,0,2,0.6801387603629335,65451544,20935412,1,12,train
DDF,BLR,0,2,0.6801470718551728,65451544,20934868,1,13,train
DDF,BLR,0,1,0.7062776089743582,65451544,19224584,1,55,test
DDF,BLR,0,2,0.680155383347412,65451544,20934324,1,14,train
DDF,BLR,0,1,0.7062659362168752,65451544,19225348,1,54,test
